name,symbol,family,lookback_sessions,entry_threshold,full_sharpe,positive_folds,worst_fold_sharpe,fold_1_sharpe,fold_2_sharpe,fold_3_sharpe,fold_4_sharpe,selected_strategy
daily_0179,CL,session_reversal,10,1.0,1.32165202989854,3,-1.2345904492060302,2.7287621632580787,-1.2345904492060302,2.251632673364276,1.4497298050471616,daily_0184
daily_0180,CL,session_reversal,10,1.5,1.410765592971595,3,-0.1355294159989658,2.98146427777218,1.4913823737401677,-0.1355294159989658,1.4699679905705016,daily_0184
daily_0183,CL,session_reversal,20,1.0,1.307172531828507,4,0.6357541463428675,0.6357541463428675,0.7438383748321129,1.7716031110406083,1.9295163978573533,daily_0184
daily_0187,CL,session_reversal,40,1.0,0.8793490632035754,3,-0.3030195566216529,0.5463744638593586,-0.3030195566216529,0.6015468246516218,2.0732490552265754,daily_0184
daily_0188,CL,session_reversal,40,1.5,1.5138897825958568,4,0.2796427203918059,1.892092000859502,0.2796427203918059,2.275916792490094,1.6864711196756093,daily_0184
