one_way_cost_bps,observations,start,end,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,win_days,win_months,win_quarters,win_years,positive_days,positive_months,positive_quarters,positive_years,months,quarters,years,win_weeks,positive_weeks,weeks
0.0,384,2024-02-21,2025-08-15,-0.03709761213631069,-0.020028110019062316,0.09809457997462012,-0.20417142337776628,-0.15980258839339267,0.5234375,0.3157894736842105,0.5714285714285714,0.5,201,6,4,1,19,7,2,0.44871794871794873,35,78
0.5,384,2024-02-21,2025-08-15,-0.06777478241253865,-0.04127147567287617,0.09810388980178741,-0.4206915317655858,-0.1779424877929704,0.5208333333333334,0.3157894736842105,0.5714285714285714,0.0,200,6,4,0,19,7,2,0.44871794871794873,35,78
1.0,384,2024-02-21,2025-08-15,-0.09747736316275624,-0.06251484132669007,0.09811536620027955,-0.6371564796392917,-0.19569240723934922,0.5130208333333334,0.3157894736842105,0.5714285714285714,0.0,197,6,4,0,19,7,2,0.44871794871794873,35,78
2.0,384,2024-02-21,2025-08-15,-0.15408127836816154,-0.10500157263431778,0.09814481552762315,-1.069863671043987,-0.23084594584017748,0.4947916666666667,0.3157894736842105,0.5714285714285714,0.0,190,6,4,0,19,7,2,0.4230769230769231,33,78
3.5,384,2024-02-21,2025-08-15,-0.23241853056348472,-0.16873166959575944,0.09820521515901029,-1.7181538609996962,-0.28341011382763426,0.46875,0.21052631578947367,0.42857142857142855,0.0,180,4,3,0,19,7,2,0.358974358974359,28,78
5.0,384,2024-02-21,2025-08-15,-0.3035204419023585,-0.2324617665572012,0.09828505279375009,-2.365179240886396,-0.3335864087627328,0.4401041666666667,0.15789473684210525,0.14285714285714285,0.0,169,3,1,0,19,7,2,0.32051282051282054,25,78
