fold,observations,start,end,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,win_days,win_months,win_quarters,win_years,positive_days,positive_months,positive_quarters,positive_years,months,quarters,years,win_weeks,positive_weeks,weeks
2,128,2024-02-21,2024-08-19,-0.13621943535201997,-0.2813884541694596,0.11552945545388182,-2.4356425213290045,-0.1449404778493546,0.265625,0.14285714285714285,0.0,0.0,34,1,0,0,7,3,1,0.2222222222222222,6,27
3,128,2024-08-20,2025-02-17,0.036127820384823206,0.07117056108525983,0.05107340566809144,1.393495502292777,-0.017103115855039763,0.0703125,0.2857142857142857,0.3333333333333333,0.5,9,2,1,1,7,3,2,0.14814814814814814,4,27
4,128,2025-02-18,2025-08-15,-0.06796980069705583,-0.13646114283196345,0.06459698861073379,-2.1125000679875092,-0.0924176447408599,0.0546875,0.14285714285714285,0.3333333333333333,0.0,7,1,1,0,7,3,1,0.15384615384615385,4,26
