name,hypothesis_id,symbol,timeframe_minutes,lookback,threshold,direction,leader
unique_00169,H006,CL,15,4,0.5,-1,
unique_00170,H006,CL,15,4,0.5,1,
unique_00171,H006,CL,15,4,1.0,-1,
unique_00172,H006,CL,15,4,1.0,1,
unique_00173,H006,ES,15,4,0.5,-1,
unique_00174,H006,ES,15,4,0.5,1,
unique_00175,H006,ES,15,4,1.0,-1,
unique_00176,H006,ES,15,4,1.0,1,
unique_00177,H006,GC,15,4,0.5,-1,
unique_00178,H006,GC,15,4,0.5,1,
unique_00179,H006,GC,15,4,1.0,-1,
unique_00180,H006,GC,15,4,1.0,1,
unique_00181,H006,HG,15,4,0.5,-1,
unique_00182,H006,HG,15,4,0.5,1,
unique_00183,H006,HG,15,4,1.0,-1,
unique_00184,H006,HG,15,4,1.0,1,
unique_00185,H006,NG,15,4,0.5,-1,
unique_00186,H006,NG,15,4,0.5,1,
unique_00187,H006,NG,15,4,1.0,-1,
unique_00188,H006,NG,15,4,1.0,1,
unique_00189,H006,NKD,15,4,0.5,-1,
unique_00190,H006,NKD,15,4,0.5,1,
unique_00191,H006,NKD,15,4,1.0,-1,
unique_00192,H006,NKD,15,4,1.0,1,
unique_00193,H006,ZC,15,4,0.5,-1,
unique_00194,H006,ZC,15,4,0.5,1,
unique_00195,H006,ZC,15,4,1.0,-1,
unique_00196,H006,ZC,15,4,1.0,1,
unique_00197,H006,ZN,15,4,0.5,-1,
unique_00198,H006,ZN,15,4,0.5,1,
unique_00199,H006,ZN,15,4,1.0,-1,
unique_00200,H006,ZN,15,4,1.0,1,
unique_00201,H006,6E,15,8,0.5,-1,
unique_00202,H006,6E,15,8,0.5,1,
unique_00203,H006,6E,15,8,1.0,-1,
unique_00204,H006,6E,15,8,1.0,1,
unique_00205,H006,6J,15,8,0.5,-1,
unique_00206,H006,6J,15,8,0.5,1,
unique_00207,H006,6J,15,8,1.0,-1,
unique_00208,H006,6J,15,8,1.0,1,
unique_00209,H006,CL,15,8,0.5,-1,
unique_00210,H006,CL,15,8,0.5,1,
unique_00211,H006,CL,15,8,1.0,-1,
unique_00212,H006,CL,15,8,1.0,1,
unique_00213,H006,ES,15,8,0.5,-1,
unique_00214,H006,ES,15,8,0.5,1,
unique_00215,H006,ES,15,8,1.0,-1,
unique_00216,H006,ES,15,8,1.0,1,
unique_00217,H006,GC,15,8,0.5,-1,
unique_00218,H006,GC,15,8,0.5,1,
unique_00219,H006,GC,15,8,1.0,-1,
unique_00220,H006,GC,15,8,1.0,1,
unique_00221,H006,HG,15,8,0.5,-1,
unique_00222,H006,HG,15,8,0.5,1,
unique_00223,H006,HG,15,8,1.0,-1,
unique_00224,H006,HG,15,8,1.0,1,
unique_00225,H006,NG,15,8,0.5,-1,
unique_00226,H006,NG,15,8,0.5,1,
unique_00227,H006,NG,15,8,1.0,-1,
unique_00228,H006,NG,15,8,1.0,1,
unique_00229,H006,NKD,15,8,0.5,-1,
unique_00230,H006,NKD,15,8,0.5,1,
unique_00231,H006,NKD,15,8,1.0,-1,
unique_00232,H006,NKD,15,8,1.0,1,
unique_00233,H006,ZC,15,8,0.5,-1,
unique_00234,H006,ZC,15,8,0.5,1,
unique_00235,H006,ZC,15,8,1.0,-1,
unique_00236,H006,ZC,15,8,1.0,1,
unique_00237,H006,ZN,15,8,0.5,-1,
unique_00238,H006,ZN,15,8,0.5,1,
unique_00239,H006,ZN,15,8,1.0,-1,
unique_00240,H006,ZN,15,8,1.0,1,
unique_00241,H002,6E,15,2,0.25,-1,
unique_00242,H002,6E,15,2,0.25,1,
unique_00243,H002,6E,15,2,0.5,-1,
unique_00244,H002,6E,15,2,0.5,1,
unique_00245,H002,6E,15,2,0.75,-1,
unique_00246,H002,6E,15,2,0.75,1,
unique_00247,H002,6E,15,5,0.25,-1,
unique_00248,H002,6E,15,5,0.25,1,
unique_00249,H002,6E,15,5,0.5,-1,
unique_00250,H002,6E,15,5,0.5,1,
unique_00251,H002,6E,15,5,0.75,-1,
unique_00252,H002,6E,15,5,0.75,1,
unique_00253,H002,6E,15,10,0.25,-1,
unique_00254,H002,6E,15,10,0.25,1,
unique_00255,H002,6E,15,10,0.5,-1,
unique_00256,H002,6E,15,10,0.5,1,
unique_00257,H002,6E,15,10,0.75,-1,
unique_00258,H002,6E,15,10,0.75,1,
unique_00259,H002,6E,15,20,0.25,-1,
unique_00260,H002,6E,15,20,0.25,1,
unique_00261,H002,6E,15,20,0.5,-1,
unique_00262,H002,6E,15,20,0.5,1,
unique_00263,H002,6E,15,20,0.75,-1,
unique_00264,H002,6E,15,20,0.75,1,
unique_00265,H003,6E,15,20,0.0,-1,
unique_00266,H003,6E,15,20,0.0,1,
unique_00267,H003,6E,15,20,0.5,-1,
unique_00268,H003,6E,15,20,0.5,1,
unique_00269,H003,6E,15,20,1.0,-1,
unique_00270,H003,6E,15,20,1.0,1,
unique_00271,H003,6E,15,60,0.0,-1,
unique_00272,H003,6E,15,60,0.0,1,
unique_00273,H003,6E,15,60,0.5,-1,
unique_00274,H003,6E,15,60,0.5,1,
unique_00275,H003,6E,15,60,1.0,-1,
unique_00276,H003,6E,15,60,1.0,1,
unique_00277,H004,6E,15,10,0.2,-1,
unique_00278,H004,6E,15,10,0.2,1,
unique_00279,H004,6E,15,10,0.35,-1,
unique_00280,H004,6E,15,10,0.35,1,
unique_00281,H004,6E,15,20,0.2,-1,
unique_00282,H004,6E,15,20,0.2,1,
unique_00283,H004,6E,15,20,0.35,-1,
unique_00284,H004,6E,15,20,0.35,1,
unique_00285,H004,6E,15,40,0.2,-1,
unique_00286,H004,6E,15,40,0.2,1,
unique_00287,H004,6E,15,40,0.35,-1,
unique_00288,H004,6E,15,40,0.35,1,
unique_00289,H002,6J,15,2,0.25,-1,
unique_00290,H002,6J,15,2,0.25,1,
unique_00291,H002,6J,15,2,0.5,-1,
unique_00292,H002,6J,15,2,0.5,1,
unique_00293,H002,6J,15,2,0.75,-1,
unique_00294,H002,6J,15,2,0.75,1,
unique_00295,H002,6J,15,5,0.25,-1,
unique_00296,H002,6J,15,5,0.25,1,
unique_00297,H002,6J,15,5,0.5,-1,
unique_00298,H002,6J,15,5,0.5,1,
unique_00299,H002,6J,15,5,0.75,-1,
unique_00300,H002,6J,15,5,0.75,1,
unique_00301,H002,6J,15,10,0.25,-1,
unique_00302,H002,6J,15,10,0.25,1,
unique_00303,H002,6J,15,10,0.5,-1,
unique_00304,H002,6J,15,10,0.5,1,
unique_00305,H002,6J,15,10,0.75,-1,
unique_00306,H002,6J,15,10,0.75,1,
unique_00307,H002,6J,15,20,0.25,-1,
unique_00308,H002,6J,15,20,0.25,1,
unique_00309,H002,6J,15,20,0.5,-1,
unique_00310,H002,6J,15,20,0.5,1,
unique_00311,H002,6J,15,20,0.75,-1,
unique_00312,H002,6J,15,20,0.75,1,
unique_00313,H003,6J,15,20,0.0,-1,
unique_00314,H003,6J,15,20,0.0,1,
unique_00315,H003,6J,15,20,0.5,-1,
unique_00316,H003,6J,15,20,0.5,1,
unique_00317,H003,6J,15,20,1.0,-1,
unique_00318,H003,6J,15,20,1.0,1,
unique_00319,H003,6J,15,60,0.0,-1,
unique_00320,H003,6J,15,60,0.0,1,
unique_00321,H003,6J,15,60,0.5,-1,
unique_00322,H003,6J,15,60,0.5,1,
unique_00323,H003,6J,15,60,1.0,-1,
unique_00324,H003,6J,15,60,1.0,1,
unique_00325,H004,6J,15,10,0.2,-1,
unique_00326,H004,6J,15,10,0.2,1,
unique_00327,H004,6J,15,10,0.35,-1,
unique_00328,H004,6J,15,10,0.35,1,
unique_00329,H004,6J,15,20,0.2,-1,
unique_00330,H004,6J,15,20,0.2,1,
unique_00331,H004,6J,15,20,0.35,-1,
unique_00332,H004,6J,15,20,0.35,1,
unique_00333,H004,6J,15,40,0.2,-1,
unique_00334,H004,6J,15,40,0.2,1,
unique_00335,H004,6J,15,40,0.35,-1,
unique_00336,H004,6J,15,40,0.35,1,
unique_00337,H002,CL,15,2,0.25,-1,
unique_00338,H002,CL,15,2,0.25,1,
unique_00339,H002,CL,15,2,0.5,-1,
unique_00340,H002,CL,15,2,0.5,1,
unique_00341,H002,CL,15,2,0.75,-1,
unique_00342,H002,CL,15,2,0.75,1,
unique_00343,H002,CL,15,5,0.25,-1,
unique_00344,H002,CL,15,5,0.25,1,
unique_00345,H002,CL,15,5,0.5,-1,
unique_00346,H002,CL,15,5,0.5,1,
unique_00347,H002,CL,15,5,0.75,-1,
unique_00348,H002,CL,15,5,0.75,1,
unique_00349,H002,CL,15,10,0.25,-1,
unique_00350,H002,CL,15,10,0.25,1,
unique_00351,H002,CL,15,10,0.5,-1,
unique_00352,H002,CL,15,10,0.5,1,
unique_00353,H002,CL,15,10,0.75,-1,
unique_00354,H002,CL,15,10,0.75,1,
unique_00355,H002,CL,15,20,0.25,-1,
unique_00356,H002,CL,15,20,0.25,1,
unique_00357,H002,CL,15,20,0.5,-1,
unique_00358,H002,CL,15,20,0.5,1,
unique_00359,H002,CL,15,20,0.75,-1,
unique_00360,H002,CL,15,20,0.75,1,
unique_00361,H003,CL,15,20,0.0,-1,
unique_00362,H003,CL,15,20,0.0,1,
unique_00363,H003,CL,15,20,0.5,-1,
unique_00364,H003,CL,15,20,0.5,1,
unique_00365,H003,CL,15,20,1.0,-1,
unique_00366,H003,CL,15,20,1.0,1,
unique_00367,H003,CL,15,60,0.0,-1,
unique_00368,H003,CL,15,60,0.0,1,
unique_00369,H003,CL,15,60,0.5,-1,
unique_00370,H003,CL,15,60,0.5,1,
unique_00371,H003,CL,15,60,1.0,-1,
unique_00372,H003,CL,15,60,1.0,1,
unique_00373,H004,CL,15,10,0.2,-1,
unique_00374,H004,CL,15,10,0.2,1,
unique_00375,H004,CL,15,10,0.35,-1,
unique_00376,H004,CL,15,10,0.35,1,
unique_00377,H004,CL,15,20,0.2,-1,
unique_00378,H004,CL,15,20,0.2,1,
unique_00379,H004,CL,15,20,0.35,-1,
unique_00380,H004,CL,15,20,0.35,1,
unique_00381,H004,CL,15,40,0.2,-1,
unique_00382,H004,CL,15,40,0.2,1,
unique_00383,H004,CL,15,40,0.35,-1,
unique_00384,H004,CL,15,40,0.35,1,
unique_00385,H002,ES,15,2,0.25,-1,
unique_00386,H002,ES,15,2,0.25,1,
unique_00387,H002,ES,15,2,0.5,-1,
unique_00388,H002,ES,15,2,0.5,1,
unique_00389,H002,ES,15,2,0.75,-1,
unique_00390,H002,ES,15,2,0.75,1,
unique_00391,H002,ES,15,5,0.25,-1,
unique_00392,H002,ES,15,5,0.25,1,
unique_00393,H002,ES,15,5,0.5,-1,
unique_00394,H002,ES,15,5,0.5,1,
unique_00395,H002,ES,15,5,0.75,-1,
unique_00396,H002,ES,15,5,0.75,1,
unique_00397,H002,ES,15,10,0.25,-1,
unique_00398,H002,ES,15,10,0.25,1,
unique_00399,H002,ES,15,10,0.5,-1,
unique_00400,H002,ES,15,10,0.5,1,
unique_00401,H002,ES,15,10,0.75,-1,
unique_00402,H002,ES,15,10,0.75,1,
unique_00403,H002,ES,15,20,0.25,-1,
unique_00404,H002,ES,15,20,0.25,1,
unique_00405,H002,ES,15,20,0.5,-1,
unique_00406,H002,ES,15,20,0.5,1,
unique_00407,H002,ES,15,20,0.75,-1,
unique_00408,H002,ES,15,20,0.75,1,
unique_00409,H003,ES,15,20,0.0,-1,
unique_00410,H003,ES,15,20,0.0,1,
unique_00411,H003,ES,15,20,0.5,-1,
unique_00412,H003,ES,15,20,0.5,1,
unique_00413,H003,ES,15,20,1.0,-1,
unique_00414,H003,ES,15,20,1.0,1,
unique_00415,H003,ES,15,60,0.0,-1,
unique_00416,H003,ES,15,60,0.0,1,
unique_00417,H003,ES,15,60,0.5,-1,
unique_00418,H003,ES,15,60,0.5,1,
unique_00419,H003,ES,15,60,1.0,-1,
unique_00420,H003,ES,15,60,1.0,1,
unique_00421,H004,ES,15,10,0.2,-1,
unique_00422,H004,ES,15,10,0.2,1,
unique_00423,H004,ES,15,10,0.35,-1,
unique_00424,H004,ES,15,10,0.35,1,
unique_00425,H004,ES,15,20,0.2,-1,
unique_00426,H004,ES,15,20,0.2,1,
unique_00427,H004,ES,15,20,0.35,-1,
unique_00428,H004,ES,15,20,0.35,1,
unique_00429,H004,ES,15,40,0.2,-1,
unique_00430,H004,ES,15,40,0.2,1,
unique_00431,H004,ES,15,40,0.35,-1,
unique_00432,H004,ES,15,40,0.35,1,
unique_00433,H002,GC,15,2,0.25,-1,
unique_00434,H002,GC,15,2,0.25,1,
unique_00435,H002,GC,15,2,0.5,-1,
unique_00436,H002,GC,15,2,0.5,1,
unique_00437,H002,GC,15,2,0.75,-1,
unique_00438,H002,GC,15,2,0.75,1,
unique_00439,H002,GC,15,5,0.25,-1,
unique_00440,H002,GC,15,5,0.25,1,
unique_00441,H002,GC,15,5,0.5,-1,
unique_00442,H002,GC,15,5,0.5,1,
unique_00443,H002,GC,15,5,0.75,-1,
unique_00444,H002,GC,15,5,0.75,1,
unique_00445,H002,GC,15,10,0.25,-1,
unique_00446,H002,GC,15,10,0.25,1,
unique_00447,H002,GC,15,10,0.5,-1,
unique_00448,H002,GC,15,10,0.5,1,
unique_00449,H002,GC,15,10,0.75,-1,
unique_00450,H002,GC,15,10,0.75,1,
unique_00451,H002,GC,15,20,0.25,-1,
unique_00452,H002,GC,15,20,0.25,1,
unique_00453,H002,GC,15,20,0.5,-1,
unique_00454,H002,GC,15,20,0.5,1,
unique_00455,H002,GC,15,20,0.75,-1,
unique_00456,H002,GC,15,20,0.75,1,
unique_00457,H003,GC,15,20,0.0,-1,
unique_00458,H003,GC,15,20,0.0,1,
unique_00459,H003,GC,15,20,0.5,-1,
unique_00460,H003,GC,15,20,0.5,1,
unique_00461,H003,GC,15,20,1.0,-1,
unique_00462,H003,GC,15,20,1.0,1,
unique_00463,H003,GC,15,60,0.0,-1,
unique_00464,H003,GC,15,60,0.0,1,
unique_00465,H003,GC,15,60,0.5,-1,
unique_00466,H003,GC,15,60,0.5,1,
unique_00467,H003,GC,15,60,1.0,-1,
unique_00468,H003,GC,15,60,1.0,1,
unique_00469,H004,GC,15,10,0.2,-1,
unique_00470,H004,GC,15,10,0.2,1,
unique_00471,H004,GC,15,10,0.35,-1,
unique_00472,H004,GC,15,10,0.35,1,
unique_00473,H004,GC,15,20,0.2,-1,
unique_00474,H004,GC,15,20,0.2,1,
unique_00475,H004,GC,15,20,0.35,-1,
unique_00476,H004,GC,15,20,0.35,1,
unique_00477,H004,GC,15,40,0.2,-1,
unique_00478,H004,GC,15,40,0.2,1,
unique_00479,H004,GC,15,40,0.35,-1,
unique_00480,H004,GC,15,40,0.35,1,
unique_00481,H002,HG,15,2,0.25,-1,
unique_00482,H002,HG,15,2,0.25,1,
unique_00483,H002,HG,15,2,0.5,-1,
unique_00484,H002,HG,15,2,0.5,1,
unique_00485,H002,HG,15,2,0.75,-1,
unique_00486,H002,HG,15,2,0.75,1,
unique_00487,H002,HG,15,5,0.25,-1,
unique_00488,H002,HG,15,5,0.25,1,
unique_00489,H002,HG,15,5,0.5,-1,
unique_00490,H002,HG,15,5,0.5,1,
unique_00491,H002,HG,15,5,0.75,-1,
unique_00492,H002,HG,15,5,0.75,1,
unique_00493,H002,HG,15,10,0.25,-1,
unique_00494,H002,HG,15,10,0.25,1,
unique_00495,H002,HG,15,10,0.5,-1,
unique_00496,H002,HG,15,10,0.5,1,
unique_00497,H002,HG,15,10,0.75,-1,
unique_00498,H002,HG,15,10,0.75,1,
unique_00499,H002,HG,15,20,0.25,-1,
unique_00500,H002,HG,15,20,0.25,1,
unique_00501,H002,HG,15,20,0.5,-1,
unique_00502,H002,HG,15,20,0.5,1,
unique_00503,H002,HG,15,20,0.75,-1,
unique_00504,H002,HG,15,20,0.75,1,
unique_00505,H003,HG,15,20,0.0,-1,
unique_00506,H003,HG,15,20,0.0,1,
unique_00507,H003,HG,15,20,0.5,-1,
unique_00508,H003,HG,15,20,0.5,1,
unique_00509,H003,HG,15,20,1.0,-1,
unique_00510,H003,HG,15,20,1.0,1,
unique_00511,H003,HG,15,60,0.0,-1,
unique_00512,H003,HG,15,60,0.0,1,
unique_00513,H003,HG,15,60,0.5,-1,
unique_00514,H003,HG,15,60,0.5,1,
unique_00515,H003,HG,15,60,1.0,-1,
unique_00516,H003,HG,15,60,1.0,1,
unique_00517,H004,HG,15,10,0.2,-1,
unique_00518,H004,HG,15,10,0.2,1,
unique_00519,H004,HG,15,10,0.35,-1,
unique_00520,H004,HG,15,10,0.35,1,
unique_00521,H004,HG,15,20,0.2,-1,
unique_00522,H004,HG,15,20,0.2,1,
unique_00523,H004,HG,15,20,0.35,-1,
unique_00524,H004,HG,15,20,0.35,1,
unique_00525,H004,HG,15,40,0.2,-1,
unique_00526,H004,HG,15,40,0.2,1,
unique_00527,H004,HG,15,40,0.35,-1,
unique_00528,H004,HG,15,40,0.35,1,
unique_00529,H002,NG,15,2,0.25,-1,
unique_00530,H002,NG,15,2,0.25,1,
unique_00531,H002,NG,15,2,0.5,-1,
unique_00532,H002,NG,15,2,0.5,1,
unique_00533,H002,NG,15,2,0.75,-1,
unique_00534,H002,NG,15,2,0.75,1,
unique_00535,H002,NG,15,5,0.25,-1,
unique_00536,H002,NG,15,5,0.25,1,
unique_00537,H002,NG,15,5,0.5,-1,
unique_00538,H002,NG,15,5,0.5,1,
unique_00539,H002,NG,15,5,0.75,-1,
unique_00540,H002,NG,15,5,0.75,1,
unique_00541,H002,NG,15,10,0.25,-1,
unique_00542,H002,NG,15,10,0.25,1,
unique_00543,H002,NG,15,10,0.5,-1,
unique_00544,H002,NG,15,10,0.5,1,
unique_00545,H002,NG,15,10,0.75,-1,
unique_00546,H002,NG,15,10,0.75,1,
unique_00547,H002,NG,15,20,0.25,-1,
unique_00548,H002,NG,15,20,0.25,1,
unique_00549,H002,NG,15,20,0.5,-1,
unique_00550,H002,NG,15,20,0.5,1,
unique_00551,H002,NG,15,20,0.75,-1,
unique_00552,H002,NG,15,20,0.75,1,
unique_00553,H003,NG,15,20,0.0,-1,
unique_00554,H003,NG,15,20,0.0,1,
unique_00555,H003,NG,15,20,0.5,-1,
unique_00556,H003,NG,15,20,0.5,1,
unique_00557,H003,NG,15,20,1.0,-1,
unique_00558,H003,NG,15,20,1.0,1,
unique_00559,H003,NG,15,60,0.0,-1,
unique_00560,H003,NG,15,60,0.0,1,
unique_00561,H003,NG,15,60,0.5,-1,
unique_00562,H003,NG,15,60,0.5,1,
unique_00563,H003,NG,15,60,1.0,-1,
unique_00564,H003,NG,15,60,1.0,1,
unique_00565,H004,NG,15,10,0.2,-1,
unique_00566,H004,NG,15,10,0.2,1,
unique_00567,H004,NG,15,10,0.35,-1,
unique_00568,H004,NG,15,10,0.35,1,
unique_00569,H004,NG,15,20,0.2,-1,
unique_00570,H004,NG,15,20,0.2,1,
unique_00571,H004,NG,15,20,0.35,-1,
unique_00572,H004,NG,15,20,0.35,1,
unique_00573,H004,NG,15,40,0.2,-1,
unique_00574,H004,NG,15,40,0.2,1,
unique_00575,H004,NG,15,40,0.35,-1,
unique_00576,H004,NG,15,40,0.35,1,
unique_00577,H002,NKD,15,2,0.25,-1,
unique_00578,H002,NKD,15,2,0.25,1,
