best_days_removed,observations,start,end,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,win_days,win_months,win_quarters,win_years,positive_days,positive_months,positive_quarters,positive_years,months,quarters,years,win_weeks,positive_weeks,weeks
0,384,2024-02-21,2025-08-15,-0.25362691767059686,-0.18928525969044602,0.07184347790879912,-2.634689538982676,-0.26777924610422,0.4270833333333333,0.21052631578947367,0.14285714285714285,0.0,164,4,1,0,19,7,2,0.34615384615384615,27,78
1,383,2024-02-21,2025-08-15,-0.262188574267583,-0.19741456767990226,0.0712322363937664,-2.771421728058762,-0.2761785611337445,0.4255874673629243,0.21052631578947367,0.14285714285714285,0.0,163,4,1,0,19,7,2,0.34615384615384615,27,78
3,381,2024-02-21,2025-08-15,-0.2766305954137356,-0.211590917791367,0.07033696038988804,-3.0082465409151555,-0.2839858118265034,0.4225721784776903,0.21052631578947367,0.14285714285714285,0.0,161,4,1,0,19,7,2,0.32051282051282054,25,78
5,379,2024-02-21,2025-08-15,-0.28901785058680063,-0.22424200084680657,0.06965710458870737,-3.2192265551496964,-0.29624711345221044,0.41952506596306066,0.15789473684210525,0.14285714285714285,0.0,159,3,1,0,19,7,2,0.3076923076923077,24,78
10,374,2024-02-21,2025-08-15,-0.31367194834297707,-0.2511034154622255,0.06855258033030466,-3.662931639514401,-0.32065052846827014,0.4117647058823529,0.15789473684210525,0.14285714285714285,0.0,154,3,1,0,19,7,2,0.2948717948717949,23,78
