name,hypothesis_id,symbol,timeframe_minutes,lookback,threshold,direction,leader
unique_00159,H011,CL,15,32,0.1,1,
unique_00160,H011,CL,15,32,0.25,1,
unique_00161,H011,CL,15,32,0.5,1,
unique_00162,H008,ES,15,20,0.0,1,
unique_00163,H008,ES,15,20,0.1,1,
unique_00164,H008,ES,15,20,0.2,1,
unique_00165,H008,ES,15,60,0.0,1,
unique_00166,H008,ES,15,60,0.1,1,
unique_00167,H008,ES,15,60,0.2,1,
unique_00168,H009,ES,15,40,1.0,-1,
unique_00169,H009,ES,15,40,1.0,1,
unique_00170,H009,ES,15,40,2.0,-1,
unique_00171,H009,ES,15,40,2.0,1,
unique_00172,H009,ES,15,160,1.0,-1,
unique_00173,H009,ES,15,160,1.0,1,
unique_00174,H009,ES,15,160,2.0,-1,
unique_00175,H009,ES,15,160,2.0,1,
unique_00176,H010,ES,15,80,1.0,-1,
unique_00177,H010,ES,15,80,2.0,-1,
unique_00178,H010,ES,15,160,1.0,-1,
unique_00179,H010,ES,15,160,2.0,-1,
unique_00180,H011,ES,15,8,0.1,1,
unique_00181,H011,ES,15,8,0.25,1,
unique_00182,H011,ES,15,8,0.5,1,
unique_00183,H011,ES,15,16,0.1,1,
unique_00184,H011,ES,15,16,0.25,1,
unique_00185,H011,ES,15,16,0.5,1,
unique_00186,H011,ES,15,32,0.1,1,
unique_00187,H011,ES,15,32,0.25,1,
unique_00188,H011,ES,15,32,0.5,1,
unique_00189,H008,GC,15,20,0.0,1,
unique_00190,H008,GC,15,20,0.1,1,
unique_00191,H008,GC,15,20,0.2,1,
unique_00192,H008,GC,15,60,0.0,1,
unique_00193,H008,GC,15,60,0.1,1,
unique_00194,H008,GC,15,60,0.2,1,
unique_00195,H009,GC,15,40,1.0,-1,
unique_00196,H009,GC,15,40,1.0,1,
unique_00197,H009,GC,15,40,2.0,-1,
unique_00198,H009,GC,15,40,2.0,1,
unique_00199,H009,GC,15,160,1.0,-1,
unique_00200,H009,GC,15,160,1.0,1,
unique_00201,H009,GC,15,160,2.0,-1,
unique_00202,H009,GC,15,160,2.0,1,
unique_00203,H010,GC,15,80,1.0,-1,
unique_00204,H010,GC,15,80,2.0,-1,
unique_00205,H010,GC,15,160,1.0,-1,
unique_00206,H010,GC,15,160,2.0,-1,
unique_00207,H011,GC,15,8,0.1,1,
unique_00208,H011,GC,15,8,0.25,1,
unique_00209,H011,GC,15,8,0.5,1,
unique_00210,H011,GC,15,16,0.1,1,
unique_00211,H011,GC,15,16,0.25,1,
unique_00212,H011,GC,15,16,0.5,1,
unique_00213,H011,GC,15,32,0.1,1,
unique_00214,H011,GC,15,32,0.25,1,
unique_00215,H011,GC,15,32,0.5,1,
unique_00216,H008,HG,15,20,0.0,1,
unique_00217,H008,HG,15,20,0.1,1,
unique_00218,H008,HG,15,20,0.2,1,
unique_00219,H008,HG,15,60,0.0,1,
unique_00220,H008,HG,15,60,0.1,1,
unique_00221,H008,HG,15,60,0.2,1,
unique_00222,H009,HG,15,40,1.0,-1,
unique_00223,H009,HG,15,40,1.0,1,
unique_00224,H009,HG,15,40,2.0,-1,
unique_00225,H009,HG,15,40,2.0,1,
unique_00226,H009,HG,15,160,1.0,-1,
unique_00227,H009,HG,15,160,1.0,1,
unique_00228,H009,HG,15,160,2.0,-1,
unique_00229,H009,HG,15,160,2.0,1,
unique_00230,H010,HG,15,80,1.0,-1,
unique_00231,H010,HG,15,80,2.0,-1,
unique_00232,H010,HG,15,160,1.0,-1,
unique_00233,H010,HG,15,160,2.0,-1,
unique_00234,H011,HG,15,8,0.1,1,
unique_00235,H011,HG,15,8,0.25,1,
unique_00236,H011,HG,15,8,0.5,1,
unique_00237,H011,HG,15,16,0.1,1,
unique_00238,H011,HG,15,16,0.25,1,
unique_00239,H011,HG,15,16,0.5,1,
unique_00240,H011,HG,15,32,0.1,1,
unique_00241,H011,HG,15,32,0.25,1,
unique_00242,H011,HG,15,32,0.5,1,
unique_00243,H008,NG,15,20,0.0,1,
unique_00244,H008,NG,15,20,0.1,1,
unique_00245,H008,NG,15,20,0.2,1,
unique_00246,H008,NG,15,60,0.0,1,
unique_00247,H008,NG,15,60,0.1,1,
unique_00248,H008,NG,15,60,0.2,1,
unique_00249,H009,NG,15,40,1.0,-1,
unique_00250,H009,NG,15,40,1.0,1,
unique_00251,H009,NG,15,40,2.0,-1,
unique_00252,H009,NG,15,40,2.0,1,
unique_00253,H009,NG,15,160,1.0,-1,
unique_00254,H009,NG,15,160,1.0,1,
unique_00255,H009,NG,15,160,2.0,-1,
unique_00256,H009,NG,15,160,2.0,1,
unique_00257,H010,NG,15,80,1.0,-1,
unique_00258,H010,NG,15,80,2.0,-1,
unique_00259,H010,NG,15,160,1.0,-1,
unique_00260,H010,NG,15,160,2.0,-1,
unique_00261,H011,NG,15,8,0.1,1,
unique_00262,H011,NG,15,8,0.25,1,
unique_00263,H011,NG,15,8,0.5,1,
unique_00264,H011,NG,15,16,0.1,1,
unique_00265,H011,NG,15,16,0.25,1,
unique_00266,H011,NG,15,16,0.5,1,
unique_00267,H011,NG,15,32,0.1,1,
unique_00268,H011,NG,15,32,0.25,1,
unique_00269,H011,NG,15,32,0.5,1,
unique_00270,H008,NKD,15,20,0.0,1,
unique_00271,H008,NKD,15,20,0.1,1,
unique_00272,H008,NKD,15,20,0.2,1,
unique_00273,H008,NKD,15,60,0.0,1,
unique_00274,H008,NKD,15,60,0.1,1,
unique_00275,H008,NKD,15,60,0.2,1,
unique_00276,H009,NKD,15,40,1.0,-1,
unique_00277,H009,NKD,15,40,1.0,1,
unique_00278,H009,NKD,15,40,2.0,-1,
unique_00279,H009,NKD,15,40,2.0,1,
unique_00280,H009,NKD,15,160,1.0,-1,
unique_00281,H009,NKD,15,160,1.0,1,
unique_00282,H009,NKD,15,160,2.0,-1,
unique_00283,H009,NKD,15,160,2.0,1,
unique_00284,H010,NKD,15,80,1.0,-1,
unique_00285,H010,NKD,15,80,2.0,-1,
unique_00286,H010,NKD,15,160,1.0,-1,
unique_00287,H010,NKD,15,160,2.0,-1,
unique_00288,H011,NKD,15,8,0.1,1,
unique_00289,H011,NKD,15,8,0.25,1,
unique_00290,H011,NKD,15,8,0.5,1,
unique_00291,H011,NKD,15,16,0.1,1,
unique_00292,H011,NKD,15,16,0.25,1,
unique_00293,H011,NKD,15,16,0.5,1,
unique_00294,H011,NKD,15,32,0.1,1,
unique_00295,H011,NKD,15,32,0.25,1,
unique_00296,H011,NKD,15,32,0.5,1,
unique_00297,H008,ZC,15,20,0.0,1,
unique_00298,H008,ZC,15,20,0.1,1,
unique_00299,H008,ZC,15,20,0.2,1,
unique_00300,H008,ZC,15,60,0.0,1,
unique_00301,H008,ZC,15,60,0.1,1,
unique_00302,H008,ZC,15,60,0.2,1,
unique_00303,H009,ZC,15,40,1.0,-1,
unique_00304,H009,ZC,15,40,1.0,1,
unique_00305,H009,ZC,15,40,2.0,-1,
unique_00306,H009,ZC,15,40,2.0,1,
unique_00307,H009,ZC,15,160,1.0,-1,
unique_00308,H009,ZC,15,160,1.0,1,
unique_00309,H009,ZC,15,160,2.0,-1,
unique_00310,H009,ZC,15,160,2.0,1,
unique_00311,H010,ZC,15,80,1.0,-1,
unique_00312,H010,ZC,15,80,2.0,-1,
unique_00313,H010,ZC,15,160,1.0,-1,
unique_00314,H010,ZC,15,160,2.0,-1,
unique_00315,H011,ZC,15,8,0.1,1,
unique_00316,H011,ZC,15,8,0.25,1,
unique_00317,H011,ZC,15,8,0.5,1,
unique_00318,H011,ZC,15,16,0.1,1,
unique_00319,H011,ZC,15,16,0.25,1,
unique_00320,H011,ZC,15,16,0.5,1,
unique_00321,H011,ZC,15,32,0.1,1,
unique_00322,H011,ZC,15,32,0.25,1,
unique_00323,H011,ZC,15,32,0.5,1,
unique_00324,H008,ZN,15,20,0.0,1,
unique_00325,H008,ZN,15,20,0.1,1,
unique_00326,H008,ZN,15,20,0.2,1,
unique_00327,H008,ZN,15,60,0.0,1,
unique_00328,H008,ZN,15,60,0.1,1,
unique_00329,H008,ZN,15,60,0.2,1,
unique_00330,H009,ZN,15,40,1.0,-1,
unique_00331,H009,ZN,15,40,1.0,1,
unique_00332,H009,ZN,15,40,2.0,-1,
unique_00333,H009,ZN,15,40,2.0,1,
unique_00334,H009,ZN,15,160,1.0,-1,
unique_00335,H009,ZN,15,160,1.0,1,
unique_00336,H009,ZN,15,160,2.0,-1,
unique_00337,H009,ZN,15,160,2.0,1,
unique_00338,H010,ZN,15,80,1.0,-1,
unique_00339,H010,ZN,15,80,2.0,-1,
unique_00340,H010,ZN,15,160,1.0,-1,
unique_00341,H010,ZN,15,160,2.0,-1,
unique_00342,H011,ZN,15,8,0.1,1,
unique_00343,H011,ZN,15,8,0.25,1,
unique_00344,H011,ZN,15,8,0.5,1,
unique_00345,H011,ZN,15,16,0.1,1,
unique_00346,H011,ZN,15,16,0.25,1,
unique_00347,H011,ZN,15,16,0.5,1,
unique_00348,H011,ZN,15,32,0.1,1,
unique_00349,H011,ZN,15,32,0.25,1,
unique_00350,H011,ZN,15,32,0.5,1,
unique_00351,H008,6E,30,20,0.0,1,
unique_00352,H008,6E,30,20,0.1,1,
unique_00353,H008,6E,30,20,0.2,1,
unique_00354,H008,6E,30,60,0.0,1,
unique_00355,H008,6E,30,60,0.1,1,
unique_00356,H008,6E,30,60,0.2,1,
unique_00357,H009,6E,30,40,1.0,-1,
unique_00358,H009,6E,30,40,1.0,1,
unique_00359,H009,6E,30,40,2.0,-1,
unique_00360,H009,6E,30,40,2.0,1,
unique_00361,H009,6E,30,160,1.0,-1,
unique_00362,H009,6E,30,160,1.0,1,
unique_00363,H009,6E,30,160,2.0,-1,
unique_00364,H009,6E,30,160,2.0,1,
unique_00365,H010,6E,30,80,1.0,-1,
unique_00366,H010,6E,30,80,2.0,-1,
unique_00367,H010,6E,30,160,1.0,-1,
unique_00368,H010,6E,30,160,2.0,-1,
unique_00369,H011,6E,30,8,0.1,1,
unique_00370,H011,6E,30,8,0.25,1,
unique_00371,H011,6E,30,8,0.5,1,
unique_00372,H011,6E,30,16,0.1,1,
unique_00373,H011,6E,30,16,0.25,1,
unique_00374,H011,6E,30,16,0.5,1,
unique_00375,H011,6E,30,32,0.1,1,
unique_00376,H011,6E,30,32,0.25,1,
unique_00377,H011,6E,30,32,0.5,1,
unique_00378,H008,6J,30,20,0.0,1,
unique_00379,H008,6J,30,20,0.1,1,
unique_00380,H008,6J,30,20,0.2,1,
unique_00381,H008,6J,30,60,0.0,1,
unique_00382,H008,6J,30,60,0.1,1,
unique_00383,H008,6J,30,60,0.2,1,
unique_00384,H009,6J,30,40,1.0,-1,
unique_00385,H009,6J,30,40,1.0,1,
unique_00386,H009,6J,30,40,2.0,-1,
unique_00387,H009,6J,30,40,2.0,1,
unique_00388,H009,6J,30,160,1.0,-1,
unique_00389,H009,6J,30,160,1.0,1,
unique_00390,H009,6J,30,160,2.0,-1,
unique_00391,H009,6J,30,160,2.0,1,
unique_00392,H010,6J,30,80,1.0,-1,
unique_00393,H010,6J,30,80,2.0,-1,
unique_00394,H010,6J,30,160,1.0,-1,
unique_00395,H010,6J,30,160,2.0,-1,
unique_00396,H011,6J,30,8,0.1,1,
unique_00397,H011,6J,30,8,0.25,1,
unique_00398,H011,6J,30,8,0.5,1,
unique_00399,H011,6J,30,16,0.1,1,
unique_00400,H011,6J,30,16,0.25,1,
unique_00401,H011,6J,30,16,0.5,1,
unique_00402,H011,6J,30,32,0.1,1,
unique_00403,H011,6J,30,32,0.25,1,
unique_00404,H011,6J,30,32,0.5,1,
unique_00405,H008,CL,30,20,0.0,1,
unique_00406,H008,CL,30,20,0.1,1,
unique_00407,H008,CL,30,20,0.2,1,
unique_00408,H008,CL,30,60,0.0,1,
unique_00409,H008,CL,30,60,0.1,1,
unique_00410,H008,CL,30,60,0.2,1,
unique_00411,H009,CL,30,40,1.0,-1,
unique_00412,H009,CL,30,40,1.0,1,
unique_00413,H009,CL,30,40,2.0,-1,
unique_00414,H009,CL,30,40,2.0,1,
unique_00415,H009,CL,30,160,1.0,-1,
unique_00416,H009,CL,30,160,1.0,1,
unique_00417,H009,CL,30,160,2.0,-1,
unique_00418,H009,CL,30,160,2.0,1,
unique_00419,H010,CL,30,80,1.0,-1,
unique_00420,H010,CL,30,80,2.0,-1,
unique_00421,H010,CL,30,160,1.0,-1,
unique_00422,H010,CL,30,160,2.0,-1,
unique_00423,H011,CL,30,8,0.1,1,
unique_00424,H011,CL,30,8,0.25,1,
unique_00425,H011,CL,30,8,0.5,1,
unique_00426,H011,CL,30,16,0.1,1,
unique_00427,H011,CL,30,16,0.25,1,
unique_00428,H011,CL,30,16,0.5,1,
unique_00429,H011,CL,30,32,0.1,1,
unique_00430,H011,CL,30,32,0.25,1,
unique_00431,H011,CL,30,32,0.5,1,
unique_00432,H008,ES,30,20,0.0,1,
unique_00433,H008,ES,30,20,0.1,1,
unique_00434,H008,ES,30,20,0.2,1,
unique_00435,H008,ES,30,60,0.0,1,
unique_00436,H008,ES,30,60,0.1,1,
unique_00437,H008,ES,30,60,0.2,1,
unique_00438,H009,ES,30,40,1.0,-1,
unique_00439,H009,ES,30,40,1.0,1,
unique_00440,H009,ES,30,40,2.0,-1,
unique_00441,H009,ES,30,40,2.0,1,
unique_00442,H009,ES,30,160,1.0,-1,
unique_00443,H009,ES,30,160,1.0,1,
unique_00444,H009,ES,30,160,2.0,-1,
unique_00445,H009,ES,30,160,2.0,1,
unique_00446,H010,ES,30,80,1.0,-1,
unique_00447,H010,ES,30,80,2.0,-1,
unique_00448,H010,ES,30,160,1.0,-1,
unique_00449,H010,ES,30,160,2.0,-1,
unique_00450,H011,ES,30,8,0.1,1,
unique_00451,H011,ES,30,8,0.25,1,
unique_00452,H011,ES,30,8,0.5,1,
unique_00453,H011,ES,30,16,0.1,1,
unique_00454,H011,ES,30,16,0.25,1,
unique_00455,H011,ES,30,16,0.5,1,
unique_00456,H011,ES,30,32,0.1,1,
unique_00457,H011,ES,30,32,0.25,1,
unique_00458,H011,ES,30,32,0.5,1,
unique_00459,H008,GC,30,20,0.0,1,
unique_00460,H008,GC,30,20,0.1,1,
unique_00461,H008,GC,30,20,0.2,1,
unique_00462,H008,GC,30,60,0.0,1,
unique_00463,H008,GC,30,60,0.1,1,
unique_00464,H008,GC,30,60,0.2,1,
unique_00465,H009,GC,30,40,1.0,-1,
unique_00466,H009,GC,30,40,1.0,1,
unique_00467,H009,GC,30,40,2.0,-1,
unique_00468,H009,GC,30,40,2.0,1,
unique_00469,H009,GC,30,160,1.0,-1,
unique_00470,H009,GC,30,160,1.0,1,
unique_00471,H009,GC,30,160,2.0,-1,
unique_00472,H009,GC,30,160,2.0,1,
unique_00473,H010,GC,30,80,1.0,-1,
unique_00474,H010,GC,30,80,2.0,-1,
unique_00475,H010,GC,30,160,1.0,-1,
unique_00476,H010,GC,30,160,2.0,-1,
unique_00477,H011,GC,30,8,0.1,1,
unique_00478,H011,GC,30,8,0.25,1,
unique_00479,H011,GC,30,8,0.5,1,
unique_00480,H011,GC,30,16,0.1,1,
unique_00481,H011,GC,30,16,0.25,1,
unique_00482,H011,GC,30,16,0.5,1,
unique_00483,H011,GC,30,32,0.1,1,
unique_00484,H011,GC,30,32,0.25,1,
unique_00485,H011,GC,30,32,0.5,1,
unique_00486,H008,HG,30,20,0.0,1,
unique_00487,H008,HG,30,20,0.1,1,
unique_00488,H008,HG,30,20,0.2,1,
unique_00489,H008,HG,30,60,0.0,1,
unique_00490,H008,HG,30,60,0.1,1,
unique_00491,H008,HG,30,60,0.2,1,
unique_00492,H009,HG,30,40,1.0,-1,
unique_00493,H009,HG,30,40,1.0,1,
unique_00494,H009,HG,30,40,2.0,-1,
unique_00495,H009,HG,30,40,2.0,1,
unique_00496,H009,HG,30,160,1.0,-1,
unique_00497,H009,HG,30,160,1.0,1,
unique_00498,H009,HG,30,160,2.0,-1,
unique_00499,H009,HG,30,160,2.0,1,
unique_00500,H010,HG,30,80,1.0,-1,
unique_00501,H010,HG,30,80,2.0,-1,
unique_00502,H010,HG,30,160,1.0,-1,
unique_00503,H010,HG,30,160,2.0,-1,
unique_00504,H011,HG,30,8,0.1,1,
unique_00505,H011,HG,30,8,0.25,1,
unique_00506,H011,HG,30,8,0.5,1,
unique_00507,H011,HG,30,16,0.1,1,
unique_00508,H011,HG,30,16,0.25,1,
unique_00509,H011,HG,30,16,0.5,1,
unique_00510,H011,HG,30,32,0.1,1,
unique_00511,H011,HG,30,32,0.25,1,
unique_00512,H011,HG,30,32,0.5,1,
unique_00513,H008,NG,30,20,0.0,1,
unique_00514,H008,NG,30,20,0.1,1,
unique_00515,H008,NG,30,20,0.2,1,
unique_00516,H008,NG,30,60,0.0,1,
unique_00517,H008,NG,30,60,0.1,1,
unique_00518,H008,NG,30,60,0.2,1,
unique_00519,H009,NG,30,40,1.0,-1,
unique_00520,H009,NG,30,40,1.0,1,
unique_00521,H009,NG,30,40,2.0,-1,
unique_00522,H009,NG,30,40,2.0,1,
unique_00523,H009,NG,30,160,1.0,-1,
unique_00524,H009,NG,30,160,1.0,1,
unique_00525,H009,NG,30,160,2.0,-1,
unique_00526,H009,NG,30,160,2.0,1,
unique_00527,H010,NG,30,80,1.0,-1,
unique_00528,H010,NG,30,80,2.0,-1,
unique_00529,H010,NG,30,160,1.0,-1,
unique_00530,H010,NG,30,160,2.0,-1,
unique_00531,H011,NG,30,8,0.1,1,
unique_00532,H011,NG,30,8,0.25,1,
unique_00533,H011,NG,30,8,0.5,1,
unique_00534,H011,NG,30,16,0.1,1,
unique_00535,H011,NG,30,16,0.25,1,
unique_00536,H011,NG,30,16,0.5,1,
unique_00537,H011,NG,30,32,0.1,1,
unique_00538,H011,NG,30,32,0.25,1,
unique_00539,H011,NG,30,32,0.5,1,
unique_00540,H008,NKD,30,20,0.0,1,
unique_00541,H008,NKD,30,20,0.1,1,
unique_00542,H008,NKD,30,20,0.2,1,
unique_00543,H008,NKD,30,60,0.0,1,
unique_00544,H008,NKD,30,60,0.1,1,
unique_00545,H008,NKD,30,60,0.2,1,
unique_00546,H009,NKD,30,40,1.0,-1,
unique_00547,H009,NKD,30,40,1.0,1,
unique_00548,H009,NKD,30,40,2.0,-1,
unique_00549,H009,NKD,30,40,2.0,1,
unique_00550,H009,NKD,30,160,1.0,-1,
unique_00551,H009,NKD,30,160,1.0,1,
unique_00552,H009,NKD,30,160,2.0,-1,
unique_00553,H009,NKD,30,160,2.0,1,
unique_00554,H010,NKD,30,80,1.0,-1,
unique_00555,H010,NKD,30,80,2.0,-1,
unique_00556,H010,NKD,30,160,1.0,-1,
unique_00557,H010,NKD,30,160,2.0,-1,
unique_00558,H011,NKD,30,8,0.1,1,
unique_00559,H011,NKD,30,8,0.25,1,
unique_00560,H011,NKD,30,8,0.5,1,
unique_00561,H011,NKD,30,16,0.1,1,
unique_00562,H011,NKD,30,16,0.25,1,
unique_00563,H011,NKD,30,16,0.5,1,
unique_00564,H011,NKD,30,32,0.1,1,
unique_00565,H011,NKD,30,32,0.25,1,
unique_00566,H011,NKD,30,32,0.5,1,
unique_00567,H008,ZC,30,20,0.0,1,
unique_00568,H008,ZC,30,20,0.1,1,
unique_00569,H008,ZC,30,20,0.2,1,
unique_00570,H008,ZC,30,60,0.0,1,
unique_00571,H008,ZC,30,60,0.1,1,
unique_00572,H008,ZC,30,60,0.2,1,
unique_00573,H009,ZC,30,40,1.0,-1,
unique_00574,H009,ZC,30,40,1.0,1,
unique_00575,H009,ZC,30,40,2.0,-1,
unique_00576,H009,ZC,30,40,2.0,1,
unique_00577,H009,ZC,30,160,1.0,-1,
unique_00578,H009,ZC,30,160,1.0,1,
unique_00579,H009,ZC,30,160,2.0,-1,
unique_00580,H009,ZC,30,160,2.0,1,
unique_00581,H010,ZC,30,80,1.0,-1,
unique_00582,H010,ZC,30,80,2.0,-1,
unique_00583,H010,ZC,30,160,1.0,-1,
unique_00584,H010,ZC,30,160,2.0,-1,
unique_00585,H011,ZC,30,8,0.1,1,
unique_00586,H011,ZC,30,8,0.25,1,
unique_00587,H011,ZC,30,8,0.5,1,
unique_00588,H011,ZC,30,16,0.1,1,
