name,hypothesis_id,symbol,timeframe_minutes,lookback,threshold,direction,leader
unique_00589,H011,ZC,30,16,0.25,1,
unique_00590,H011,ZC,30,16,0.5,1,
unique_00591,H011,ZC,30,32,0.1,1,
unique_00592,H011,ZC,30,32,0.25,1,
unique_00593,H011,ZC,30,32,0.5,1,
unique_00594,H008,ZN,30,20,0.0,1,
unique_00595,H008,ZN,30,20,0.1,1,
unique_00596,H008,ZN,30,20,0.2,1,
unique_00597,H008,ZN,30,60,0.0,1,
unique_00598,H008,ZN,30,60,0.1,1,
unique_00599,H008,ZN,30,60,0.2,1,
unique_00600,H009,ZN,30,40,1.0,-1,
unique_00601,H009,ZN,30,40,1.0,1,
unique_00602,H009,ZN,30,40,2.0,-1,
unique_00603,H009,ZN,30,40,2.0,1,
unique_00604,H009,ZN,30,160,1.0,-1,
unique_00605,H009,ZN,30,160,1.0,1,
unique_00606,H009,ZN,30,160,2.0,-1,
unique_00607,H009,ZN,30,160,2.0,1,
unique_00608,H010,ZN,30,80,1.0,-1,
unique_00609,H010,ZN,30,80,2.0,-1,
unique_00610,H010,ZN,30,160,1.0,-1,
unique_00611,H010,ZN,30,160,2.0,-1,
unique_00612,H011,ZN,30,8,0.1,1,
unique_00613,H011,ZN,30,8,0.25,1,
unique_00614,H011,ZN,30,8,0.5,1,
unique_00615,H011,ZN,30,16,0.1,1,
unique_00616,H011,ZN,30,16,0.25,1,
unique_00617,H011,ZN,30,16,0.5,1,
unique_00618,H011,ZN,30,32,0.1,1,
unique_00619,H011,ZN,30,32,0.25,1,
unique_00620,H011,ZN,30,32,0.5,1,
unique_00621,H008,6E,60,20,0.0,1,
unique_00622,H008,6E,60,20,0.1,1,
unique_00623,H008,6E,60,20,0.2,1,
unique_00624,H008,6E,60,60,0.0,1,
unique_00625,H008,6E,60,60,0.1,1,
unique_00626,H008,6E,60,60,0.2,1,
unique_00627,H009,6E,60,40,1.0,-1,
unique_00628,H009,6E,60,40,1.0,1,
unique_00629,H009,6E,60,40,2.0,-1,
unique_00630,H009,6E,60,40,2.0,1,
unique_00631,H009,6E,60,160,1.0,-1,
unique_00632,H009,6E,60,160,1.0,1,
unique_00633,H009,6E,60,160,2.0,-1,
unique_00634,H009,6E,60,160,2.0,1,
unique_00635,H010,6E,60,80,1.0,-1,
unique_00636,H010,6E,60,80,2.0,-1,
unique_00637,H010,6E,60,160,1.0,-1,
unique_00638,H010,6E,60,160,2.0,-1,
unique_00639,H011,6E,60,8,0.1,1,
unique_00640,H011,6E,60,8,0.25,1,
unique_00641,H011,6E,60,8,0.5,1,
unique_00642,H011,6E,60,16,0.1,1,
unique_00643,H011,6E,60,16,0.25,1,
unique_00644,H011,6E,60,16,0.5,1,
unique_00645,H011,6E,60,32,0.1,1,
unique_00646,H011,6E,60,32,0.25,1,
unique_00647,H011,6E,60,32,0.5,1,
unique_00648,H008,6J,60,20,0.0,1,
unique_00649,H008,6J,60,20,0.1,1,
unique_00650,H008,6J,60,20,0.2,1,
unique_00651,H008,6J,60,60,0.0,1,
unique_00652,H008,6J,60,60,0.1,1,
unique_00653,H008,6J,60,60,0.2,1,
unique_00654,H009,6J,60,40,1.0,-1,
unique_00655,H009,6J,60,40,1.0,1,
unique_00656,H009,6J,60,40,2.0,-1,
unique_00657,H009,6J,60,40,2.0,1,
unique_00658,H009,6J,60,160,1.0,-1,
unique_00659,H009,6J,60,160,1.0,1,
unique_00660,H009,6J,60,160,2.0,-1,
unique_00661,H009,6J,60,160,2.0,1,
unique_00662,H010,6J,60,80,1.0,-1,
unique_00663,H010,6J,60,80,2.0,-1,
unique_00664,H010,6J,60,160,1.0,-1,
unique_00665,H010,6J,60,160,2.0,-1,
unique_00666,H011,6J,60,8,0.1,1,
unique_00667,H011,6J,60,8,0.25,1,
unique_00668,H011,6J,60,8,0.5,1,
unique_00669,H011,6J,60,16,0.1,1,
unique_00670,H011,6J,60,16,0.25,1,
unique_00671,H011,6J,60,16,0.5,1,
unique_00672,H011,6J,60,32,0.1,1,
unique_00673,H011,6J,60,32,0.25,1,
unique_00674,H011,6J,60,32,0.5,1,
unique_00675,H008,CL,60,20,0.0,1,
unique_00676,H008,CL,60,20,0.1,1,
unique_00677,H008,CL,60,20,0.2,1,
unique_00678,H008,CL,60,60,0.0,1,
unique_00679,H008,CL,60,60,0.1,1,
unique_00680,H008,CL,60,60,0.2,1,
unique_00681,H009,CL,60,40,1.0,-1,
unique_00682,H009,CL,60,40,1.0,1,
unique_00683,H009,CL,60,40,2.0,-1,
unique_00684,H009,CL,60,40,2.0,1,
unique_00685,H009,CL,60,160,1.0,-1,
unique_00686,H009,CL,60,160,1.0,1,
unique_00687,H009,CL,60,160,2.0,-1,
unique_00688,H009,CL,60,160,2.0,1,
unique_00689,H010,CL,60,80,1.0,-1,
unique_00690,H010,CL,60,80,2.0,-1,
unique_00691,H010,CL,60,160,1.0,-1,
unique_00692,H010,CL,60,160,2.0,-1,
unique_00693,H011,CL,60,8,0.1,1,
unique_00694,H011,CL,60,8,0.25,1,
unique_00695,H011,CL,60,8,0.5,1,
unique_00696,H011,CL,60,16,0.1,1,
unique_00697,H011,CL,60,16,0.25,1,
unique_00698,H011,CL,60,16,0.5,1,
unique_00699,H011,CL,60,32,0.1,1,
unique_00700,H011,CL,60,32,0.25,1,
unique_00701,H011,CL,60,32,0.5,1,
unique_00702,H008,ES,60,20,0.0,1,
unique_00703,H008,ES,60,20,0.1,1,
unique_00704,H008,ES,60,20,0.2,1,
unique_00705,H008,ES,60,60,0.0,1,
unique_00706,H008,ES,60,60,0.1,1,
unique_00707,H008,ES,60,60,0.2,1,
unique_00708,H009,ES,60,40,1.0,-1,
unique_00709,H009,ES,60,40,1.0,1,
unique_00710,H009,ES,60,40,2.0,-1,
unique_00711,H009,ES,60,40,2.0,1,
unique_00712,H009,ES,60,160,1.0,-1,
unique_00713,H009,ES,60,160,1.0,1,
unique_00714,H009,ES,60,160,2.0,-1,
unique_00715,H009,ES,60,160,2.0,1,
unique_00716,H010,ES,60,80,1.0,-1,
unique_00717,H010,ES,60,80,2.0,-1,
unique_00718,H010,ES,60,160,1.0,-1,
unique_00719,H010,ES,60,160,2.0,-1,
unique_00720,H011,ES,60,8,0.1,1,
unique_00721,H011,ES,60,8,0.25,1,
unique_00722,H011,ES,60,8,0.5,1,
unique_00723,H011,ES,60,16,0.1,1,
unique_00724,H011,ES,60,16,0.25,1,
unique_00725,H011,ES,60,16,0.5,1,
unique_00726,H011,ES,60,32,0.1,1,
unique_00727,H011,ES,60,32,0.25,1,
unique_00728,H011,ES,60,32,0.5,1,
unique_00729,H008,GC,60,20,0.0,1,
unique_00730,H008,GC,60,20,0.1,1,
unique_00731,H008,GC,60,20,0.2,1,
unique_00732,H008,GC,60,60,0.0,1,
unique_00733,H008,GC,60,60,0.1,1,
unique_00734,H008,GC,60,60,0.2,1,
unique_00735,H009,GC,60,40,1.0,-1,
unique_00736,H009,GC,60,40,1.0,1,
unique_00737,H009,GC,60,40,2.0,-1,
unique_00738,H009,GC,60,40,2.0,1,
unique_00739,H009,GC,60,160,1.0,-1,
unique_00740,H009,GC,60,160,1.0,1,
unique_00741,H009,GC,60,160,2.0,-1,
unique_00742,H009,GC,60,160,2.0,1,
unique_00743,H010,GC,60,80,1.0,-1,
unique_00744,H010,GC,60,80,2.0,-1,
unique_00745,H010,GC,60,160,1.0,-1,
unique_00746,H010,GC,60,160,2.0,-1,
unique_00747,H011,GC,60,8,0.1,1,
unique_00748,H011,GC,60,8,0.25,1,
unique_00749,H011,GC,60,8,0.5,1,
unique_00750,H011,GC,60,16,0.1,1,
unique_00751,H011,GC,60,16,0.25,1,
unique_00752,H011,GC,60,16,0.5,1,
unique_00753,H011,GC,60,32,0.1,1,
unique_00754,H011,GC,60,32,0.25,1,
unique_00755,H011,GC,60,32,0.5,1,
unique_00756,H008,HG,60,20,0.0,1,
unique_00757,H008,HG,60,20,0.1,1,
unique_00758,H008,HG,60,20,0.2,1,
unique_00759,H008,HG,60,60,0.0,1,
unique_00760,H008,HG,60,60,0.1,1,
unique_00761,H008,HG,60,60,0.2,1,
unique_00762,H009,HG,60,40,1.0,-1,
unique_00763,H009,HG,60,40,1.0,1,
unique_00764,H009,HG,60,40,2.0,-1,
unique_00765,H009,HG,60,40,2.0,1,
unique_00766,H009,HG,60,160,1.0,-1,
unique_00767,H009,HG,60,160,1.0,1,
unique_00768,H009,HG,60,160,2.0,-1,
unique_00769,H009,HG,60,160,2.0,1,
unique_00770,H010,HG,60,80,1.0,-1,
unique_00771,H010,HG,60,80,2.0,-1,
unique_00772,H010,HG,60,160,1.0,-1,
unique_00773,H010,HG,60,160,2.0,-1,
unique_00774,H011,HG,60,8,0.1,1,
unique_00775,H011,HG,60,8,0.25,1,
unique_00776,H011,HG,60,8,0.5,1,
unique_00777,H011,HG,60,16,0.1,1,
unique_00778,H011,HG,60,16,0.25,1,
unique_00779,H011,HG,60,16,0.5,1,
unique_00780,H011,HG,60,32,0.1,1,
unique_00781,H011,HG,60,32,0.25,1,
unique_00782,H011,HG,60,32,0.5,1,
unique_00783,H008,NG,60,20,0.0,1,
unique_00784,H008,NG,60,20,0.1,1,
unique_00785,H008,NG,60,20,0.2,1,
unique_00786,H008,NG,60,60,0.0,1,
unique_00787,H008,NG,60,60,0.1,1,
unique_00788,H008,NG,60,60,0.2,1,
unique_00789,H009,NG,60,40,1.0,-1,
unique_00790,H009,NG,60,40,1.0,1,
unique_00791,H009,NG,60,40,2.0,-1,
unique_00792,H009,NG,60,40,2.0,1,
unique_00793,H009,NG,60,160,1.0,-1,
unique_00794,H009,NG,60,160,1.0,1,
unique_00795,H009,NG,60,160,2.0,-1,
unique_00796,H009,NG,60,160,2.0,1,
unique_00797,H010,NG,60,80,1.0,-1,
unique_00798,H010,NG,60,80,2.0,-1,
unique_00799,H010,NG,60,160,1.0,-1,
unique_00800,H010,NG,60,160,2.0,-1,
unique_00801,H011,NG,60,8,0.1,1,
unique_00802,H011,NG,60,8,0.25,1,
unique_00803,H011,NG,60,8,0.5,1,
unique_00804,H011,NG,60,16,0.1,1,
unique_00805,H011,NG,60,16,0.25,1,
unique_00806,H011,NG,60,16,0.5,1,
unique_00807,H011,NG,60,32,0.1,1,
unique_00808,H011,NG,60,32,0.25,1,
unique_00809,H011,NG,60,32,0.5,1,
unique_00810,H008,NKD,60,20,0.0,1,
unique_00811,H008,NKD,60,20,0.1,1,
unique_00812,H008,NKD,60,20,0.2,1,
unique_00813,H008,NKD,60,60,0.0,1,
unique_00814,H008,NKD,60,60,0.1,1,
unique_00815,H008,NKD,60,60,0.2,1,
unique_00816,H009,NKD,60,40,1.0,-1,
unique_00817,H009,NKD,60,40,1.0,1,
unique_00818,H009,NKD,60,40,2.0,-1,
unique_00819,H009,NKD,60,40,2.0,1,
unique_00820,H009,NKD,60,160,1.0,-1,
unique_00821,H009,NKD,60,160,1.0,1,
unique_00822,H009,NKD,60,160,2.0,-1,
unique_00823,H009,NKD,60,160,2.0,1,
unique_00824,H010,NKD,60,80,1.0,-1,
unique_00825,H010,NKD,60,80,2.0,-1,
unique_00826,H010,NKD,60,160,1.0,-1,
unique_00827,H010,NKD,60,160,2.0,-1,
unique_00828,H011,NKD,60,8,0.1,1,
unique_00829,H011,NKD,60,8,0.25,1,
unique_00830,H011,NKD,60,8,0.5,1,
unique_00831,H011,NKD,60,16,0.1,1,
unique_00832,H011,NKD,60,16,0.25,1,
unique_00833,H011,NKD,60,16,0.5,1,
unique_00834,H011,NKD,60,32,0.1,1,
unique_00835,H011,NKD,60,32,0.25,1,
unique_00836,H011,NKD,60,32,0.5,1,
unique_00837,H008,ZC,60,20,0.0,1,
unique_00838,H008,ZC,60,20,0.1,1,
unique_00839,H008,ZC,60,20,0.2,1,
unique_00840,H008,ZC,60,60,0.0,1,
unique_00841,H008,ZC,60,60,0.1,1,
unique_00842,H008,ZC,60,60,0.2,1,
unique_00843,H009,ZC,60,40,1.0,-1,
unique_00844,H009,ZC,60,40,1.0,1,
unique_00845,H009,ZC,60,40,2.0,-1,
unique_00846,H009,ZC,60,40,2.0,1,
unique_00847,H009,ZC,60,160,1.0,-1,
unique_00848,H009,ZC,60,160,1.0,1,
unique_00849,H009,ZC,60,160,2.0,-1,
unique_00850,H009,ZC,60,160,2.0,1,
unique_00851,H010,ZC,60,80,1.0,-1,
unique_00852,H010,ZC,60,80,2.0,-1,
unique_00853,H010,ZC,60,160,1.0,-1,
unique_00854,H010,ZC,60,160,2.0,-1,
unique_00855,H011,ZC,60,8,0.1,1,
unique_00856,H011,ZC,60,8,0.25,1,
unique_00857,H011,ZC,60,8,0.5,1,
unique_00858,H011,ZC,60,16,0.1,1,
unique_00859,H011,ZC,60,16,0.25,1,
unique_00860,H011,ZC,60,16,0.5,1,
unique_00861,H011,ZC,60,32,0.1,1,
unique_00862,H011,ZC,60,32,0.25,1,
unique_00863,H011,ZC,60,32,0.5,1,
unique_00864,H008,ZN,60,20,0.0,1,
unique_00865,H008,ZN,60,20,0.1,1,
unique_00866,H008,ZN,60,20,0.2,1,
unique_00867,H008,ZN,60,60,0.0,1,
unique_00868,H008,ZN,60,60,0.1,1,
unique_00869,H008,ZN,60,60,0.2,1,
unique_00870,H009,ZN,60,40,1.0,-1,
unique_00871,H009,ZN,60,40,1.0,1,
unique_00872,H009,ZN,60,40,2.0,-1,
unique_00873,H009,ZN,60,40,2.0,1,
unique_00874,H009,ZN,60,160,1.0,-1,
unique_00875,H009,ZN,60,160,1.0,1,
unique_00876,H009,ZN,60,160,2.0,-1,
unique_00877,H009,ZN,60,160,2.0,1,
unique_00878,H010,ZN,60,80,1.0,-1,
unique_00879,H010,ZN,60,80,2.0,-1,
unique_00880,H010,ZN,60,160,1.0,-1,
unique_00881,H010,ZN,60,160,2.0,-1,
unique_00882,H011,ZN,60,8,0.1,1,
unique_00883,H011,ZN,60,8,0.25,1,
unique_00884,H011,ZN,60,8,0.5,1,
unique_00885,H011,ZN,60,16,0.1,1,
unique_00886,H011,ZN,60,16,0.25,1,
unique_00887,H011,ZN,60,16,0.5,1,
unique_00888,H011,ZN,60,32,0.1,1,
unique_00889,H011,ZN,60,32,0.25,1,
unique_00890,H011,ZN,60,32,0.5,1,
unique_00891,H008,6E,240,20,0.0,1,
unique_00892,H008,6E,240,20,0.1,1,
unique_00893,H008,6E,240,20,0.2,1,
unique_00894,H008,6E,240,60,0.0,1,
unique_00895,H008,6E,240,60,0.1,1,
unique_00896,H008,6E,240,60,0.2,1,
unique_00897,H009,6E,240,40,1.0,-1,
unique_00898,H009,6E,240,40,1.0,1,
unique_00899,H009,6E,240,40,2.0,-1,
unique_00900,H009,6E,240,40,2.0,1,
unique_00901,H009,6E,240,160,1.0,-1,
unique_00902,H009,6E,240,160,1.0,1,
unique_00903,H009,6E,240,160,2.0,-1,
unique_00904,H009,6E,240,160,2.0,1,
unique_00905,H010,6E,240,80,1.0,-1,
unique_00906,H010,6E,240,80,2.0,-1,
unique_00907,H010,6E,240,160,1.0,-1,
unique_00908,H010,6E,240,160,2.0,-1,
unique_00909,H011,6E,240,8,0.1,1,
unique_00910,H011,6E,240,8,0.25,1,
unique_00911,H011,6E,240,8,0.5,1,
unique_00912,H011,6E,240,16,0.1,1,
unique_00913,H011,6E,240,16,0.25,1,
unique_00914,H011,6E,240,16,0.5,1,
unique_00915,H011,6E,240,32,0.1,1,
unique_00916,H011,6E,240,32,0.25,1,
unique_00917,H011,6E,240,32,0.5,1,
unique_00918,H008,6J,240,20,0.0,1,
unique_00919,H008,6J,240,20,0.1,1,
unique_00920,H008,6J,240,20,0.2,1,
unique_00921,H008,6J,240,60,0.0,1,
unique_00922,H008,6J,240,60,0.1,1,
unique_00923,H008,6J,240,60,0.2,1,
unique_00924,H009,6J,240,40,1.0,-1,
unique_00925,H009,6J,240,40,1.0,1,
unique_00926,H009,6J,240,40,2.0,-1,
unique_00927,H009,6J,240,40,2.0,1,
unique_00928,H009,6J,240,160,1.0,-1,
unique_00929,H009,6J,240,160,1.0,1,
unique_00930,H009,6J,240,160,2.0,-1,
unique_00931,H009,6J,240,160,2.0,1,
unique_00932,H010,6J,240,80,1.0,-1,
unique_00933,H010,6J,240,80,2.0,-1,
unique_00934,H010,6J,240,160,1.0,-1,
unique_00935,H010,6J,240,160,2.0,-1,
unique_00936,H011,6J,240,8,0.1,1,
unique_00937,H011,6J,240,8,0.25,1,
unique_00938,H011,6J,240,8,0.5,1,
unique_00939,H011,6J,240,16,0.1,1,
unique_00940,H011,6J,240,16,0.25,1,
unique_00941,H011,6J,240,16,0.5,1,
unique_00942,H011,6J,240,32,0.1,1,
unique_00943,H011,6J,240,32,0.25,1,
unique_00944,H011,6J,240,32,0.5,1,
unique_00945,H008,CL,240,20,0.0,1,
unique_00946,H008,CL,240,20,0.1,1,
unique_00947,H008,CL,240,20,0.2,1,
unique_00948,H008,CL,240,60,0.0,1,
unique_00949,H008,CL,240,60,0.1,1,
unique_00950,H008,CL,240,60,0.2,1,
unique_00951,H009,CL,240,40,1.0,-1,
unique_00952,H009,CL,240,40,1.0,1,
unique_00953,H009,CL,240,40,2.0,-1,
unique_00954,H009,CL,240,40,2.0,1,
unique_00955,H009,CL,240,160,1.0,-1,
unique_00956,H009,CL,240,160,1.0,1,
unique_00957,H009,CL,240,160,2.0,-1,
unique_00958,H009,CL,240,160,2.0,1,
unique_00959,H010,CL,240,80,1.0,-1,
unique_00960,H010,CL,240,80,2.0,-1,
unique_00961,H010,CL,240,160,1.0,-1,
unique_00962,H010,CL,240,160,2.0,-1,
unique_00963,H011,CL,240,8,0.1,1,
unique_00964,H011,CL,240,8,0.25,1,
unique_00965,H011,CL,240,8,0.5,1,
unique_00966,H011,CL,240,16,0.1,1,
unique_00967,H011,CL,240,16,0.25,1,
unique_00968,H011,CL,240,16,0.5,1,
unique_00969,H011,CL,240,32,0.1,1,
unique_00970,H011,CL,240,32,0.25,1,
unique_00971,H011,CL,240,32,0.5,1,
unique_00972,H008,ES,240,20,0.0,1,
unique_00973,H008,ES,240,20,0.1,1,
unique_00974,H008,ES,240,20,0.2,1,
unique_00975,H008,ES,240,60,0.0,1,
unique_00976,H008,ES,240,60,0.1,1,
unique_00977,H008,ES,240,60,0.2,1,
unique_00978,H009,ES,240,40,1.0,-1,
unique_00979,H009,ES,240,40,1.0,1,
unique_00980,H009,ES,240,40,2.0,-1,
unique_00981,H009,ES,240,40,2.0,1,
unique_00982,H009,ES,240,160,1.0,-1,
unique_00983,H009,ES,240,160,1.0,1,
unique_00984,H009,ES,240,160,2.0,-1,
unique_00985,H009,ES,240,160,2.0,1,
unique_00986,H010,ES,240,80,1.0,-1,
unique_00987,H010,ES,240,80,2.0,-1,
unique_00988,H010,ES,240,160,1.0,-1,
unique_00989,H010,ES,240,160,2.0,-1,
unique_00990,H011,ES,240,8,0.1,1,
unique_00991,H011,ES,240,8,0.25,1,
unique_00992,H011,ES,240,8,0.5,1,
unique_00993,H011,ES,240,16,0.1,1,
unique_00994,H011,ES,240,16,0.25,1,
unique_00995,H011,ES,240,16,0.5,1,
unique_00996,H011,ES,240,32,0.1,1,
unique_00997,H011,ES,240,32,0.25,1,
unique_00998,H011,ES,240,32,0.5,1,
unique_00999,H008,GC,240,20,0.0,1,
unique_01000,H008,GC,240,20,0.1,1,
unique_01001,H008,GC,240,20,0.2,1,
unique_01002,H008,GC,240,60,0.0,1,
unique_01003,H008,GC,240,60,0.1,1,
unique_01004,H008,GC,240,60,0.2,1,
unique_01005,H009,GC,240,40,1.0,-1,
unique_01006,H009,GC,240,40,1.0,1,
unique_01007,H009,GC,240,40,2.0,-1,
unique_01008,H009,GC,240,40,2.0,1,
unique_01009,H009,GC,240,160,1.0,-1,
unique_01010,H009,GC,240,160,1.0,1,
unique_01011,H009,GC,240,160,2.0,-1,
unique_01012,H009,GC,240,160,2.0,1,
unique_01013,H010,GC,240,80,1.0,-1,
unique_01014,H010,GC,240,80,2.0,-1,
unique_01015,H010,GC,240,160,1.0,-1,
unique_01016,H010,GC,240,160,2.0,-1,
unique_01017,H011,GC,240,8,0.1,1,
unique_01018,H011,GC,240,8,0.25,1,
unique_01019,H011,GC,240,8,0.5,1,
unique_01020,H011,GC,240,16,0.1,1,
unique_01021,H011,GC,240,16,0.25,1,
unique_01022,H011,GC,240,16,0.5,1,
unique_01023,H011,GC,240,32,0.1,1,
unique_01024,H011,GC,240,32,0.25,1,
unique_01025,H011,GC,240,32,0.5,1,
unique_01026,H008,HG,240,20,0.0,1,
unique_01027,H008,HG,240,20,0.1,1,
unique_01028,H008,HG,240,20,0.2,1,
unique_01029,H008,HG,240,60,0.0,1,
unique_01030,H008,HG,240,60,0.1,1,
unique_01031,H008,HG,240,60,0.2,1,
unique_01032,H009,HG,240,40,1.0,-1,
unique_01033,H009,HG,240,40,1.0,1,
unique_01034,H009,HG,240,40,2.0,-1,
unique_01035,H009,HG,240,40,2.0,1,
unique_01036,H009,HG,240,160,1.0,-1,
unique_01037,H009,HG,240,160,1.0,1,
unique_01038,H009,HG,240,160,2.0,-1,
unique_01039,H009,HG,240,160,2.0,1,
unique_01040,H010,HG,240,80,1.0,-1,
unique_01041,H010,HG,240,80,2.0,-1,
unique_01042,H010,HG,240,160,1.0,-1,
unique_01043,H010,HG,240,160,2.0,-1,
unique_01044,H011,HG,240,8,0.1,1,
unique_01045,H011,HG,240,8,0.25,1,
unique_01046,H011,HG,240,8,0.5,1,
unique_01047,H011,HG,240,16,0.1,1,
unique_01048,H011,HG,240,16,0.25,1,
unique_01049,H011,HG,240,16,0.5,1,
unique_01050,H011,HG,240,32,0.1,1,
unique_01051,H011,HG,240,32,0.25,1,
unique_01052,H011,HG,240,32,0.5,1,
unique_01053,H008,NG,240,20,0.0,1,
unique_01054,H008,NG,240,20,0.1,1,
unique_01055,H008,NG,240,20,0.2,1,
unique_01056,H008,NG,240,60,0.0,1,
unique_01057,H008,NG,240,60,0.1,1,
unique_01058,H008,NG,240,60,0.2,1,
unique_01059,H009,NG,240,40,1.0,-1,
unique_01060,H009,NG,240,40,1.0,1,
unique_01061,H009,NG,240,40,2.0,-1,
unique_01062,H009,NG,240,40,2.0,1,
unique_01063,H009,NG,240,160,1.0,-1,
unique_01064,H009,NG,240,160,1.0,1,
unique_01065,H009,NG,240,160,2.0,-1,
unique_01066,H009,NG,240,160,2.0,1,
unique_01067,H010,NG,240,80,1.0,-1,
unique_01068,H010,NG,240,80,2.0,-1,
unique_01069,H010,NG,240,160,1.0,-1,
unique_01070,H010,NG,240,160,2.0,-1,
unique_01071,H011,NG,240,8,0.1,1,
unique_01072,H011,NG,240,8,0.25,1,
unique_01073,H011,NG,240,8,0.5,1,
unique_01074,H011,NG,240,16,0.1,1,
unique_01075,H011,NG,240,16,0.25,1,
unique_01076,H011,NG,240,16,0.5,1,
unique_01077,H011,NG,240,32,0.1,1,
unique_01078,H011,NG,240,32,0.25,1,
unique_01079,H011,NG,240,32,0.5,1,
unique_01080,H008,NKD,240,20,0.0,1,
unique_01081,H008,NKD,240,20,0.1,1,
unique_01082,H008,NKD,240,20,0.2,1,
unique_01083,H008,NKD,240,60,0.0,1,
unique_01084,H008,NKD,240,60,0.1,1,
unique_01085,H008,NKD,240,60,0.2,1,
unique_01086,H009,NKD,240,40,1.0,-1,
unique_01087,H009,NKD,240,40,1.0,1,
unique_01088,H009,NKD,240,40,2.0,-1,
unique_01089,H009,NKD,240,40,2.0,1,
unique_01090,H009,NKD,240,160,1.0,-1,
unique_01091,H009,NKD,240,160,1.0,1,
unique_01092,H009,NKD,240,160,2.0,-1,
unique_01093,H009,NKD,240,160,2.0,1,
unique_01094,H010,NKD,240,80,1.0,-1,
unique_01095,H010,NKD,240,80,2.0,-1,
unique_01096,H010,NKD,240,160,1.0,-1,
unique_01097,H010,NKD,240,160,2.0,-1,
unique_01098,H011,NKD,240,8,0.1,1,
unique_01099,H011,NKD,240,8,0.25,1,
unique_01100,H011,NKD,240,8,0.5,1,
unique_01101,H011,NKD,240,16,0.1,1,
unique_01102,H011,NKD,240,16,0.25,1,
unique_01103,H011,NKD,240,16,0.5,1,
unique_01104,H011,NKD,240,32,0.1,1,
unique_01105,H011,NKD,240,32,0.25,1,
unique_01106,H011,NKD,240,32,0.5,1,
unique_01107,H008,ZC,240,20,0.0,1,
unique_01108,H008,ZC,240,20,0.1,1,
unique_01109,H008,ZC,240,20,0.2,1,
unique_01110,H008,ZC,240,60,0.0,1,
unique_01111,H008,ZC,240,60,0.1,1,
unique_01112,H008,ZC,240,60,0.2,1,
unique_01113,H009,ZC,240,40,1.0,-1,
unique_01114,H009,ZC,240,40,1.0,1,
unique_01115,H009,ZC,240,40,2.0,-1,
unique_01116,H009,ZC,240,40,2.0,1,
unique_01117,H009,ZC,240,160,1.0,-1,
unique_01118,H009,ZC,240,160,1.0,1,
unique_01119,H009,ZC,240,160,2.0,-1,
unique_01120,H009,ZC,240,160,2.0,1,
unique_01121,H010,ZC,240,80,1.0,-1,
unique_01122,H010,ZC,240,80,2.0,-1,
unique_01123,H010,ZC,240,160,1.0,-1,
unique_01124,H010,ZC,240,160,2.0,-1,
unique_01125,H011,ZC,240,8,0.1,1,
unique_01126,H011,ZC,240,8,0.25,1,
unique_01127,H011,ZC,240,8,0.5,1,
unique_01128,H011,ZC,240,16,0.1,1,
unique_01129,H011,ZC,240,16,0.25,1,
unique_01130,H011,ZC,240,16,0.5,1,
unique_01131,H011,ZC,240,32,0.1,1,
unique_01132,H011,ZC,240,32,0.25,1,
unique_01133,H011,ZC,240,32,0.5,1,
unique_01134,H008,ZN,240,20,0.0,1,
unique_01135,H008,ZN,240,20,0.1,1,
unique_01136,H008,ZN,240,20,0.2,1,
unique_01137,H008,ZN,240,60,0.0,1,
unique_01138,H008,ZN,240,60,0.1,1,
unique_01139,H008,ZN,240,60,0.2,1,
unique_01140,H009,ZN,240,40,1.0,-1,
unique_01141,H009,ZN,240,40,1.0,1,
unique_01142,H009,ZN,240,40,2.0,-1,
unique_01143,H009,ZN,240,40,2.0,1,
unique_01144,H009,ZN,240,160,1.0,-1,
unique_01145,H009,ZN,240,160,1.0,1,
unique_01146,H009,ZN,240,160,2.0,-1,
unique_01147,H009,ZN,240,160,2.0,1,
unique_01148,H010,ZN,240,80,1.0,-1,
unique_01149,H010,ZN,240,80,2.0,-1,
unique_01150,H010,ZN,240,160,1.0,-1,
unique_01151,H010,ZN,240,160,2.0,-1,
unique_01152,H011,ZN,240,8,0.1,1,
unique_01153,H011,ZN,240,8,0.25,1,
unique_01154,H011,ZN,240,8,0.5,1,
unique_01155,H011,ZN,240,16,0.1,1,
unique_01156,H011,ZN,240,16,0.25,1,
unique_01157,H011,ZN,240,16,0.5,1,
unique_01158,H011,ZN,240,32,0.1,1,
unique_01159,H011,ZN,240,32,0.25,1,
unique_01160,H011,ZN,240,32,0.5,1,
