one_way_cost_bps,observations,start,end,total_return,annualized_return,annualized_volatility,sharpe,maximum_drawdown,win_days,win_months,win_quarters,win_years,positive_days,positive_months,positive_quarters,positive_years,months,quarters,years,win_weeks,positive_weeks,weeks
0.0,384,2024-02-21,2025-08-15,0.010858517504295895,0.014920898679651818,0.1252544434092718,0.11912470546771292,-0.10049280469824085,0.4166666666666667,0.42105263157894735,0.42857142857142855,0.5,160,8,3,1,19,7,2,0.44871794871794873,35,78
0.5,384,2024-02-21,2025-08-15,-0.0620229576899044,-0.034202155633988436,0.12507141944814223,-0.27346100160132525,-0.11811717957680434,0.390625,0.42105263157894735,0.42857142857142855,0.5,150,8,3,1,19,7,2,0.44871794871794873,35,78
1.0,384,2024-02-21,2025-08-15,-0.12966884237808884,-0.08332520994762872,0.12492679665270194,-0.6669922881259325,-0.14170382217801447,0.3828125,0.42105263157894735,0.42857142857142855,0.0,147,8,3,0,19,7,2,0.41025641025641024,32,78
2.0,384,2024-02-21,2025-08-15,-0.2507260794178551,-0.1815713185749092,0.12475325330646721,-1.4554435556791734,-0.2512526975358065,0.3567708333333333,0.3157894736842105,0.2857142857142857,0.0,137,6,2,0,19,7,2,0.3717948717948718,29,78
3.5,384,2024-02-21,2025-08-15,-0.40158392914914554,-0.32894048151583,0.1247831325518544,-2.6360973217204395,-0.39954248298875084,0.3177083333333333,0.15789473684210525,0.0,0.0,122,3,0,0,19,7,2,0.24358974358974358,19,78
5.0,384,2024-02-21,2025-08-15,-0.5221628302026897,-0.4763096444567509,0.1251608079212156,-3.805581414563666,-0.5188897492421016,0.2734375,0.15789473684210525,0.0,0.0,105,3,0,0,19,7,2,0.23076923076923078,18,78
