strategy,hypothesis_id,symbol,folder
unique_00556,H003,NG,strategies/H003/unique_00556
unique_00557,H003,NG,strategies/H003/unique_00557
unique_00558,H003,NG,strategies/H003/unique_00558
unique_00559,H003,NG,strategies/H003/unique_00559
unique_00560,H003,NG,strategies/H003/unique_00560
unique_00561,H003,NG,strategies/H003/unique_00561
unique_00562,H003,NG,strategies/H003/unique_00562
unique_00563,H003,NG,strategies/H003/unique_00563
unique_00564,H003,NG,strategies/H003/unique_00564
unique_00565,H004,NG,strategies/H004/unique_00565
unique_00566,H004,NG,strategies/H004/unique_00566
unique_00567,H004,NG,strategies/H004/unique_00567
unique_00568,H004,NG,strategies/H004/unique_00568
unique_00569,H004,NG,strategies/H004/unique_00569
unique_00570,H004,NG,strategies/H004/unique_00570
unique_00571,H004,NG,strategies/H004/unique_00571
unique_00572,H004,NG,strategies/H004/unique_00572
unique_00573,H004,NG,strategies/H004/unique_00573
unique_00574,H004,NG,strategies/H004/unique_00574
unique_00575,H004,NG,strategies/H004/unique_00575
unique_00576,H004,NG,strategies/H004/unique_00576
unique_00577,H002,NKD,strategies/H002/unique_00577
unique_00578,H002,NKD,strategies/H002/unique_00578
unique_00579,H002,NKD,strategies/H002/unique_00579
unique_00580,H002,NKD,strategies/H002/unique_00580
unique_00581,H002,NKD,strategies/H002/unique_00581
unique_00582,H002,NKD,strategies/H002/unique_00582
unique_00583,H002,NKD,strategies/H002/unique_00583
unique_00584,H002,NKD,strategies/H002/unique_00584
unique_00585,H002,NKD,strategies/H002/unique_00585
unique_00586,H002,NKD,strategies/H002/unique_00586
unique_00587,H002,NKD,strategies/H002/unique_00587
unique_00588,H002,NKD,strategies/H002/unique_00588
unique_00589,H002,NKD,strategies/H002/unique_00589
unique_00590,H002,NKD,strategies/H002/unique_00590
unique_00591,H002,NKD,strategies/H002/unique_00591
unique_00592,H002,NKD,strategies/H002/unique_00592
unique_00593,H002,NKD,strategies/H002/unique_00593
unique_00594,H002,NKD,strategies/H002/unique_00594
unique_00595,H002,NKD,strategies/H002/unique_00595
unique_00596,H002,NKD,strategies/H002/unique_00596
unique_00597,H002,NKD,strategies/H002/unique_00597
unique_00598,H002,NKD,strategies/H002/unique_00598
unique_00599,H002,NKD,strategies/H002/unique_00599
unique_00600,H002,NKD,strategies/H002/unique_00600
unique_00601,H003,NKD,strategies/H003/unique_00601
unique_00602,H003,NKD,strategies/H003/unique_00602
unique_00603,H003,NKD,strategies/H003/unique_00603
unique_00604,H003,NKD,strategies/H003/unique_00604
unique_00605,H003,NKD,strategies/H003/unique_00605
unique_00606,H003,NKD,strategies/H003/unique_00606
unique_00607,H003,NKD,strategies/H003/unique_00607
unique_00608,H003,NKD,strategies/H003/unique_00608
unique_00609,H003,NKD,strategies/H003/unique_00609
unique_00610,H003,NKD,strategies/H003/unique_00610
unique_00611,H003,NKD,strategies/H003/unique_00611
unique_00612,H003,NKD,strategies/H003/unique_00612
unique_00613,H004,NKD,strategies/H004/unique_00613
unique_00614,H004,NKD,strategies/H004/unique_00614
unique_00615,H004,NKD,strategies/H004/unique_00615
unique_00616,H004,NKD,strategies/H004/unique_00616
unique_00617,H004,NKD,strategies/H004/unique_00617
unique_00618,H004,NKD,strategies/H004/unique_00618
unique_00619,H004,NKD,strategies/H004/unique_00619
unique_00620,H004,NKD,strategies/H004/unique_00620
unique_00621,H004,NKD,strategies/H004/unique_00621
unique_00622,H004,NKD,strategies/H004/unique_00622
unique_00623,H004,NKD,strategies/H004/unique_00623
unique_00624,H004,NKD,strategies/H004/unique_00624
unique_00625,H002,ZC,strategies/H002/unique_00625
unique_00626,H002,ZC,strategies/H002/unique_00626
unique_00627,H002,ZC,strategies/H002/unique_00627
unique_00628,H002,ZC,strategies/H002/unique_00628
unique_00629,H002,ZC,strategies/H002/unique_00629
unique_00630,H002,ZC,strategies/H002/unique_00630
unique_00631,H002,ZC,strategies/H002/unique_00631
unique_00632,H002,ZC,strategies/H002/unique_00632
unique_00633,H002,ZC,strategies/H002/unique_00633
unique_00634,H002,ZC,strategies/H002/unique_00634
unique_00635,H002,ZC,strategies/H002/unique_00635
unique_00636,H002,ZC,strategies/H002/unique_00636
unique_00637,H002,ZC,strategies/H002/unique_00637
unique_00638,H002,ZC,strategies/H002/unique_00638
unique_00639,H002,ZC,strategies/H002/unique_00639
unique_00640,H002,ZC,strategies/H002/unique_00640
unique_00641,H002,ZC,strategies/H002/unique_00641
unique_00642,H002,ZC,strategies/H002/unique_00642
unique_00643,H002,ZC,strategies/H002/unique_00643
unique_00644,H002,ZC,strategies/H002/unique_00644
unique_00645,H002,ZC,strategies/H002/unique_00645
unique_00646,H002,ZC,strategies/H002/unique_00646
unique_00647,H002,ZC,strategies/H002/unique_00647
unique_00648,H002,ZC,strategies/H002/unique_00648
unique_00649,H003,ZC,strategies/H003/unique_00649
unique_00650,H003,ZC,strategies/H003/unique_00650
unique_00651,H003,ZC,strategies/H003/unique_00651
unique_00652,H003,ZC,strategies/H003/unique_00652
unique_00653,H003,ZC,strategies/H003/unique_00653
unique_00654,H003,ZC,strategies/H003/unique_00654
unique_00655,H003,ZC,strategies/H003/unique_00655
unique_00656,H003,ZC,strategies/H003/unique_00656
unique_00657,H003,ZC,strategies/H003/unique_00657
unique_00658,H003,ZC,strategies/H003/unique_00658
unique_00659,H003,ZC,strategies/H003/unique_00659
unique_00660,H003,ZC,strategies/H003/unique_00660
unique_00661,H004,ZC,strategies/H004/unique_00661
unique_00662,H004,ZC,strategies/H004/unique_00662
unique_00663,H004,ZC,strategies/H004/unique_00663
unique_00664,H004,ZC,strategies/H004/unique_00664
unique_00665,H004,ZC,strategies/H004/unique_00665
unique_00666,H004,ZC,strategies/H004/unique_00666
unique_00667,H004,ZC,strategies/H004/unique_00667
unique_00668,H004,ZC,strategies/H004/unique_00668
unique_00669,H004,ZC,strategies/H004/unique_00669
unique_00670,H004,ZC,strategies/H004/unique_00670
unique_00671,H004,ZC,strategies/H004/unique_00671
unique_00672,H004,ZC,strategies/H004/unique_00672
unique_00673,H002,ZN,strategies/H002/unique_00673
unique_00674,H002,ZN,strategies/H002/unique_00674
unique_00675,H002,ZN,strategies/H002/unique_00675
unique_00676,H002,ZN,strategies/H002/unique_00676
unique_00677,H002,ZN,strategies/H002/unique_00677
unique_00678,H002,ZN,strategies/H002/unique_00678
unique_00679,H002,ZN,strategies/H002/unique_00679
unique_00680,H002,ZN,strategies/H002/unique_00680
unique_00681,H002,ZN,strategies/H002/unique_00681
unique_00682,H002,ZN,strategies/H002/unique_00682
unique_00683,H002,ZN,strategies/H002/unique_00683
unique_00684,H002,ZN,strategies/H002/unique_00684
unique_00685,H002,ZN,strategies/H002/unique_00685
unique_00686,H002,ZN,strategies/H002/unique_00686
unique_00687,H002,ZN,strategies/H002/unique_00687
unique_00688,H002,ZN,strategies/H002/unique_00688
unique_00689,H002,ZN,strategies/H002/unique_00689
unique_00690,H002,ZN,strategies/H002/unique_00690
unique_00691,H002,ZN,strategies/H002/unique_00691
unique_00692,H002,ZN,strategies/H002/unique_00692
unique_00693,H002,ZN,strategies/H002/unique_00693
unique_00694,H002,ZN,strategies/H002/unique_00694
unique_00695,H002,ZN,strategies/H002/unique_00695
unique_00696,H002,ZN,strategies/H002/unique_00696
unique_00697,H003,ZN,strategies/H003/unique_00697
unique_00698,H003,ZN,strategies/H003/unique_00698
unique_00699,H003,ZN,strategies/H003/unique_00699
unique_00700,H003,ZN,strategies/H003/unique_00700
unique_00701,H003,ZN,strategies/H003/unique_00701
unique_00702,H003,ZN,strategies/H003/unique_00702
unique_00703,H003,ZN,strategies/H003/unique_00703
unique_00704,H003,ZN,strategies/H003/unique_00704
unique_00705,H003,ZN,strategies/H003/unique_00705
unique_00706,H003,ZN,strategies/H003/unique_00706
unique_00707,H003,ZN,strategies/H003/unique_00707
unique_00708,H003,ZN,strategies/H003/unique_00708
unique_00709,H004,ZN,strategies/H004/unique_00709
unique_00710,H004,ZN,strategies/H004/unique_00710
unique_00711,H004,ZN,strategies/H004/unique_00711
unique_00712,H004,ZN,strategies/H004/unique_00712
unique_00713,H004,ZN,strategies/H004/unique_00713
unique_00714,H004,ZN,strategies/H004/unique_00714
unique_00715,H004,ZN,strategies/H004/unique_00715
unique_00716,H004,ZN,strategies/H004/unique_00716
unique_00717,H004,ZN,strategies/H004/unique_00717
unique_00718,H004,ZN,strategies/H004/unique_00718
unique_00719,H004,ZN,strategies/H004/unique_00719
unique_00720,H004,ZN,strategies/H004/unique_00720
unique_00721,H005,6E,strategies/H005/unique_00721
unique_00722,H005,6E,strategies/H005/unique_00722
unique_00723,H005,6E,strategies/H005/unique_00723
unique_00724,H005,6E,strategies/H005/unique_00724
unique_00725,H005,6J,strategies/H005/unique_00725
unique_00726,H005,6J,strategies/H005/unique_00726
unique_00727,H005,6J,strategies/H005/unique_00727
unique_00728,H005,6J,strategies/H005/unique_00728
unique_00729,H005,CL,strategies/H005/unique_00729
unique_00730,H005,CL,strategies/H005/unique_00730
unique_00731,H005,CL,strategies/H005/unique_00731
unique_00732,H005,CL,strategies/H005/unique_00732
unique_00733,H005,ES,strategies/H005/unique_00733
unique_00734,H005,ES,strategies/H005/unique_00734
unique_00735,H005,ES,strategies/H005/unique_00735
unique_00736,H005,ES,strategies/H005/unique_00736
unique_00737,H005,GC,strategies/H005/unique_00737
unique_00738,H005,GC,strategies/H005/unique_00738
unique_00739,H005,GC,strategies/H005/unique_00739
unique_00740,H005,GC,strategies/H005/unique_00740
unique_00741,H005,HG,strategies/H005/unique_00741
unique_00742,H005,HG,strategies/H005/unique_00742
unique_00743,H005,HG,strategies/H005/unique_00743
unique_00744,H005,HG,strategies/H005/unique_00744
unique_00745,H005,NG,strategies/H005/unique_00745
unique_00746,H005,NG,strategies/H005/unique_00746
unique_00747,H005,NG,strategies/H005/unique_00747
unique_00748,H005,NG,strategies/H005/unique_00748
unique_00749,H005,NKD,strategies/H005/unique_00749
unique_00750,H005,NKD,strategies/H005/unique_00750
unique_00751,H005,NKD,strategies/H005/unique_00751
unique_00752,H005,NKD,strategies/H005/unique_00752
unique_00753,H005,ZC,strategies/H005/unique_00753
unique_00754,H005,ZC,strategies/H005/unique_00754
unique_00755,H005,ZC,strategies/H005/unique_00755
unique_00756,H005,ZC,strategies/H005/unique_00756
unique_00757,H005,ZN,strategies/H005/unique_00757
unique_00758,H005,ZN,strategies/H005/unique_00758
unique_00759,H005,ZN,strategies/H005/unique_00759
unique_00760,H005,ZN,strategies/H005/unique_00760
unique_00761,H005,6E,strategies/H005/unique_00761
unique_00762,H005,6E,strategies/H005/unique_00762
unique_00763,H005,6E,strategies/H005/unique_00763
unique_00764,H005,6E,strategies/H005/unique_00764
unique_00765,H005,6J,strategies/H005/unique_00765
unique_00766,H005,6J,strategies/H005/unique_00766
unique_00767,H005,6J,strategies/H005/unique_00767
unique_00768,H005,6J,strategies/H005/unique_00768
unique_00769,H005,CL,strategies/H005/unique_00769
unique_00770,H005,CL,strategies/H005/unique_00770
unique_00771,H005,CL,strategies/H005/unique_00771
unique_00772,H005,CL,strategies/H005/unique_00772
unique_00773,H005,ES,strategies/H005/unique_00773
unique_00774,H005,ES,strategies/H005/unique_00774
unique_00775,H005,ES,strategies/H005/unique_00775
unique_00776,H005,ES,strategies/H005/unique_00776
unique_00777,H005,GC,strategies/H005/unique_00777
unique_00778,H005,GC,strategies/H005/unique_00778
unique_00779,H005,GC,strategies/H005/unique_00779
unique_00780,H005,GC,strategies/H005/unique_00780
unique_00781,H005,HG,strategies/H005/unique_00781
unique_00782,H005,HG,strategies/H005/unique_00782
unique_00783,H005,HG,strategies/H005/unique_00783
unique_00784,H005,HG,strategies/H005/unique_00784
unique_00785,H005,NG,strategies/H005/unique_00785
unique_00786,H005,NG,strategies/H005/unique_00786
unique_00787,H005,NG,strategies/H005/unique_00787
unique_00788,H005,NG,strategies/H005/unique_00788
unique_00789,H005,NKD,strategies/H005/unique_00789
unique_00790,H005,NKD,strategies/H005/unique_00790
unique_00791,H005,NKD,strategies/H005/unique_00791
unique_00792,H005,NKD,strategies/H005/unique_00792
unique_00793,H005,ZC,strategies/H005/unique_00793
unique_00794,H005,ZC,strategies/H005/unique_00794
unique_00795,H005,ZC,strategies/H005/unique_00795
unique_00796,H005,ZC,strategies/H005/unique_00796
unique_00797,H005,ZN,strategies/H005/unique_00797
unique_00798,H005,ZN,strategies/H005/unique_00798
unique_00799,H005,ZN,strategies/H005/unique_00799
unique_00800,H005,ZN,strategies/H005/unique_00800
unique_00801,H005,6E,strategies/H005/unique_00801
unique_00802,H005,6E,strategies/H005/unique_00802
unique_00803,H005,6E,strategies/H005/unique_00803
unique_00804,H005,6E,strategies/H005/unique_00804
unique_00805,H005,6J,strategies/H005/unique_00805
unique_00806,H005,6J,strategies/H005/unique_00806
unique_00807,H005,6J,strategies/H005/unique_00807
unique_00808,H005,6J,strategies/H005/unique_00808
unique_00809,H005,CL,strategies/H005/unique_00809
unique_00810,H005,CL,strategies/H005/unique_00810
unique_00811,H005,CL,strategies/H005/unique_00811
unique_00812,H005,CL,strategies/H005/unique_00812
unique_00813,H005,ES,strategies/H005/unique_00813
unique_00814,H005,ES,strategies/H005/unique_00814
unique_00815,H005,ES,strategies/H005/unique_00815
unique_00816,H005,ES,strategies/H005/unique_00816
unique_00817,H005,GC,strategies/H005/unique_00817
unique_00818,H005,GC,strategies/H005/unique_00818
unique_00819,H005,GC,strategies/H005/unique_00819
unique_00820,H005,GC,strategies/H005/unique_00820
unique_00821,H005,HG,strategies/H005/unique_00821
unique_00822,H005,HG,strategies/H005/unique_00822
unique_00823,H005,HG,strategies/H005/unique_00823
unique_00824,H005,HG,strategies/H005/unique_00824
unique_00825,H005,NG,strategies/H005/unique_00825
unique_00826,H005,NG,strategies/H005/unique_00826
unique_00827,H005,NG,strategies/H005/unique_00827
unique_00828,H005,NG,strategies/H005/unique_00828
unique_00829,H005,NKD,strategies/H005/unique_00829
unique_00830,H005,NKD,strategies/H005/unique_00830
unique_00831,H005,NKD,strategies/H005/unique_00831
unique_00832,H005,NKD,strategies/H005/unique_00832
unique_00833,H005,ZC,strategies/H005/unique_00833
unique_00834,H005,ZC,strategies/H005/unique_00834
unique_00835,H005,ZC,strategies/H005/unique_00835
unique_00836,H005,ZC,strategies/H005/unique_00836
unique_00837,H005,ZN,strategies/H005/unique_00837
unique_00838,H005,ZN,strategies/H005/unique_00838
unique_00839,H005,ZN,strategies/H005/unique_00839
unique_00840,H005,ZN,strategies/H005/unique_00840
unique_00841,H006,6E,strategies/H006/unique_00841
unique_00842,H006,6E,strategies/H006/unique_00842
unique_00843,H006,6E,strategies/H006/unique_00843
unique_00844,H006,6E,strategies/H006/unique_00844
unique_00845,H006,6J,strategies/H006/unique_00845
unique_00846,H006,6J,strategies/H006/unique_00846
unique_00847,H006,6J,strategies/H006/unique_00847
unique_00848,H006,6J,strategies/H006/unique_00848
unique_00849,H006,CL,strategies/H006/unique_00849
unique_00850,H006,CL,strategies/H006/unique_00850
unique_00851,H006,CL,strategies/H006/unique_00851
unique_00852,H006,CL,strategies/H006/unique_00852
unique_00853,H006,ES,strategies/H006/unique_00853
unique_00854,H006,ES,strategies/H006/unique_00854
unique_00855,H006,ES,strategies/H006/unique_00855
unique_00856,H006,ES,strategies/H006/unique_00856
unique_00857,H006,GC,strategies/H006/unique_00857
unique_00858,H006,GC,strategies/H006/unique_00858
unique_00859,H006,GC,strategies/H006/unique_00859
unique_00860,H006,GC,strategies/H006/unique_00860
unique_00861,H006,HG,strategies/H006/unique_00861
unique_00862,H006,HG,strategies/H006/unique_00862
unique_00863,H006,HG,strategies/H006/unique_00863
unique_00864,H006,HG,strategies/H006/unique_00864
unique_00865,H006,NG,strategies/H006/unique_00865
unique_00866,H006,NG,strategies/H006/unique_00866
unique_00867,H006,NG,strategies/H006/unique_00867
unique_00868,H006,NG,strategies/H006/unique_00868
unique_00869,H006,NKD,strategies/H006/unique_00869
unique_00870,H006,NKD,strategies/H006/unique_00870
unique_00871,H006,NKD,strategies/H006/unique_00871
unique_00872,H006,NKD,strategies/H006/unique_00872
unique_00873,H006,ZC,strategies/H006/unique_00873
unique_00874,H006,ZC,strategies/H006/unique_00874
unique_00875,H006,ZC,strategies/H006/unique_00875
unique_00876,H006,ZC,strategies/H006/unique_00876
unique_00877,H006,ZN,strategies/H006/unique_00877
unique_00878,H006,ZN,strategies/H006/unique_00878
unique_00879,H006,ZN,strategies/H006/unique_00879
unique_00880,H006,ZN,strategies/H006/unique_00880
unique_00881,H006,6E,strategies/H006/unique_00881
unique_00882,H006,6E,strategies/H006/unique_00882
unique_00883,H006,6E,strategies/H006/unique_00883
unique_00884,H006,6E,strategies/H006/unique_00884
unique_00885,H006,6J,strategies/H006/unique_00885
unique_00886,H006,6J,strategies/H006/unique_00886
unique_00887,H006,6J,strategies/H006/unique_00887
unique_00888,H006,6J,strategies/H006/unique_00888
unique_00889,H006,CL,strategies/H006/unique_00889
unique_00890,H006,CL,strategies/H006/unique_00890
unique_00891,H006,CL,strategies/H006/unique_00891
unique_00892,H006,CL,strategies/H006/unique_00892
unique_00893,H006,ES,strategies/H006/unique_00893
unique_00894,H006,ES,strategies/H006/unique_00894
unique_00895,H006,ES,strategies/H006/unique_00895
unique_00896,H006,ES,strategies/H006/unique_00896
unique_00897,H006,GC,strategies/H006/unique_00897
unique_00898,H006,GC,strategies/H006/unique_00898
unique_00899,H006,GC,strategies/H006/unique_00899
unique_00900,H006,GC,strategies/H006/unique_00900
unique_00901,H006,HG,strategies/H006/unique_00901
unique_00902,H006,HG,strategies/H006/unique_00902
unique_00903,H006,HG,strategies/H006/unique_00903
unique_00904,H006,HG,strategies/H006/unique_00904
unique_00905,H006,NG,strategies/H006/unique_00905
unique_00906,H006,NG,strategies/H006/unique_00906
unique_00907,H006,NG,strategies/H006/unique_00907
unique_00908,H006,NG,strategies/H006/unique_00908
unique_00909,H006,NKD,strategies/H006/unique_00909
unique_00910,H006,NKD,strategies/H006/unique_00910
unique_00911,H006,NKD,strategies/H006/unique_00911
unique_00912,H006,NKD,strategies/H006/unique_00912
unique_00913,H006,ZC,strategies/H006/unique_00913
unique_00914,H006,ZC,strategies/H006/unique_00914
unique_00915,H006,ZC,strategies/H006/unique_00915
unique_00916,H006,ZC,strategies/H006/unique_00916
unique_00917,H006,ZN,strategies/H006/unique_00917
unique_00918,H006,ZN,strategies/H006/unique_00918
unique_00919,H006,ZN,strategies/H006/unique_00919
unique_00920,H006,ZN,strategies/H006/unique_00920
unique_00921,H006,6E,strategies/H006/unique_00921
unique_00922,H006,6E,strategies/H006/unique_00922
unique_00923,H006,6E,strategies/H006/unique_00923
unique_00924,H006,6E,strategies/H006/unique_00924
unique_00925,H006,6J,strategies/H006/unique_00925
unique_00926,H006,6J,strategies/H006/unique_00926
unique_00927,H006,6J,strategies/H006/unique_00927
unique_00928,H006,6J,strategies/H006/unique_00928
unique_00929,H006,CL,strategies/H006/unique_00929
unique_00930,H006,CL,strategies/H006/unique_00930
unique_00931,H006,CL,strategies/H006/unique_00931
unique_00932,H006,CL,strategies/H006/unique_00932
unique_00933,H006,ES,strategies/H006/unique_00933
unique_00934,H006,ES,strategies/H006/unique_00934
unique_00935,H006,ES,strategies/H006/unique_00935
unique_00936,H006,ES,strategies/H006/unique_00936
unique_00937,H006,GC,strategies/H006/unique_00937
unique_00938,H006,GC,strategies/H006/unique_00938
unique_00939,H006,GC,strategies/H006/unique_00939
unique_00940,H006,GC,strategies/H006/unique_00940
unique_00941,H006,HG,strategies/H006/unique_00941
unique_00942,H006,HG,strategies/H006/unique_00942
unique_00943,H006,HG,strategies/H006/unique_00943
unique_00944,H006,HG,strategies/H006/unique_00944
unique_00945,H006,NG,strategies/H006/unique_00945
unique_00946,H006,NG,strategies/H006/unique_00946
unique_00947,H006,NG,strategies/H006/unique_00947
unique_00948,H006,NG,strategies/H006/unique_00948
unique_00949,H006,NKD,strategies/H006/unique_00949
unique_00950,H006,NKD,strategies/H006/unique_00950
unique_00951,H006,NKD,strategies/H006/unique_00951
unique_00952,H006,NKD,strategies/H006/unique_00952
unique_00953,H006,ZC,strategies/H006/unique_00953
unique_00954,H006,ZC,strategies/H006/unique_00954
unique_00955,H006,ZC,strategies/H006/unique_00955
unique_00956,H006,ZC,strategies/H006/unique_00956
unique_00957,H006,ZN,strategies/H006/unique_00957
unique_00958,H006,ZN,strategies/H006/unique_00958
unique_00959,H006,ZN,strategies/H006/unique_00959
unique_00960,H006,ZN,strategies/H006/unique_00960
unique_00961,H002,6E,strategies/H002/unique_00961
unique_00962,H002,6E,strategies/H002/unique_00962
unique_00963,H002,6E,strategies/H002/unique_00963
unique_00964,H002,6E,strategies/H002/unique_00964
unique_00965,H002,6E,strategies/H002/unique_00965
unique_00966,H002,6E,strategies/H002/unique_00966
unique_00967,H002,6E,strategies/H002/unique_00967
unique_00968,H002,6E,strategies/H002/unique_00968
unique_00969,H002,6E,strategies/H002/unique_00969
unique_00970,H002,6E,strategies/H002/unique_00970
unique_00971,H002,6E,strategies/H002/unique_00971
unique_00972,H002,6E,strategies/H002/unique_00972
unique_00973,H002,6E,strategies/H002/unique_00973
unique_00974,H002,6E,strategies/H002/unique_00974
unique_00975,H002,6E,strategies/H002/unique_00975
unique_00976,H002,6E,strategies/H002/unique_00976
unique_00977,H002,6E,strategies/H002/unique_00977
unique_00978,H002,6E,strategies/H002/unique_00978
unique_00979,H002,6E,strategies/H002/unique_00979
unique_00980,H002,6E,strategies/H002/unique_00980
unique_00981,H002,6E,strategies/H002/unique_00981
unique_00982,H002,6E,strategies/H002/unique_00982
unique_00983,H002,6E,strategies/H002/unique_00983
unique_00984,H002,6E,strategies/H002/unique_00984
unique_00985,H003,6E,strategies/H003/unique_00985
unique_00986,H003,6E,strategies/H003/unique_00986
unique_00987,H003,6E,strategies/H003/unique_00987
unique_00988,H003,6E,strategies/H003/unique_00988
unique_00989,H003,6E,strategies/H003/unique_00989
unique_00990,H003,6E,strategies/H003/unique_00990
unique_00991,H003,6E,strategies/H003/unique_00991
unique_00992,H003,6E,strategies/H003/unique_00992
unique_00993,H003,6E,strategies/H003/unique_00993
unique_00994,H003,6E,strategies/H003/unique_00994
unique_00995,H003,6E,strategies/H003/unique_00995
unique_00996,H003,6E,strategies/H003/unique_00996
unique_00997,H004,6E,strategies/H004/unique_00997
unique_00998,H004,6E,strategies/H004/unique_00998
unique_00999,H004,6E,strategies/H004/unique_00999
unique_01000,H004,6E,strategies/H004/unique_01000
unique_01001,H004,6E,strategies/H004/unique_01001
unique_01002,H004,6E,strategies/H004/unique_01002
unique_01003,H004,6E,strategies/H004/unique_01003
unique_01004,H004,6E,strategies/H004/unique_01004
unique_01005,H004,6E,strategies/H004/unique_01005
unique_01006,H004,6E,strategies/H004/unique_01006
unique_01007,H004,6E,strategies/H004/unique_01007
unique_01008,H004,6E,strategies/H004/unique_01008
unique_01009,H002,6J,strategies/H002/unique_01009
unique_01010,H002,6J,strategies/H002/unique_01010
unique_01011,H002,6J,strategies/H002/unique_01011
unique_01012,H002,6J,strategies/H002/unique_01012
unique_01013,H002,6J,strategies/H002/unique_01013
unique_01014,H002,6J,strategies/H002/unique_01014
unique_01015,H002,6J,strategies/H002/unique_01015
unique_01016,H002,6J,strategies/H002/unique_01016
unique_01017,H002,6J,strategies/H002/unique_01017
unique_01018,H002,6J,strategies/H002/unique_01018
unique_01019,H002,6J,strategies/H002/unique_01019
unique_01020,H002,6J,strategies/H002/unique_01020
unique_01021,H002,6J,strategies/H002/unique_01021
unique_01022,H002,6J,strategies/H002/unique_01022
unique_01023,H002,6J,strategies/H002/unique_01023
unique_01024,H002,6J,strategies/H002/unique_01024
unique_01025,H002,6J,strategies/H002/unique_01025
unique_01026,H002,6J,strategies/H002/unique_01026
unique_01027,H002,6J,strategies/H002/unique_01027
unique_01028,H002,6J,strategies/H002/unique_01028
unique_01029,H002,6J,strategies/H002/unique_01029
unique_01030,H002,6J,strategies/H002/unique_01030
unique_01031,H002,6J,strategies/H002/unique_01031
unique_01032,H002,6J,strategies/H002/unique_01032
unique_01033,H003,6J,strategies/H003/unique_01033
unique_01034,H003,6J,strategies/H003/unique_01034
unique_01035,H003,6J,strategies/H003/unique_01035
unique_01036,H003,6J,strategies/H003/unique_01036
unique_01037,H003,6J,strategies/H003/unique_01037
unique_01038,H003,6J,strategies/H003/unique_01038
unique_01039,H003,6J,strategies/H003/unique_01039
unique_01040,H003,6J,strategies/H003/unique_01040
unique_01041,H003,6J,strategies/H003/unique_01041
unique_01042,H003,6J,strategies/H003/unique_01042
unique_01043,H003,6J,strategies/H003/unique_01043
unique_01044,H003,6J,strategies/H003/unique_01044
unique_01045,H004,6J,strategies/H004/unique_01045
unique_01046,H004,6J,strategies/H004/unique_01046
unique_01047,H004,6J,strategies/H004/unique_01047
unique_01048,H004,6J,strategies/H004/unique_01048
unique_01049,H004,6J,strategies/H004/unique_01049
unique_01050,H004,6J,strategies/H004/unique_01050
unique_01051,H004,6J,strategies/H004/unique_01051
unique_01052,H004,6J,strategies/H004/unique_01052
unique_01053,H004,6J,strategies/H004/unique_01053
unique_01054,H004,6J,strategies/H004/unique_01054
unique_01055,H004,6J,strategies/H004/unique_01055
unique_01056,H004,6J,strategies/H004/unique_01056
unique_01057,H002,CL,strategies/H002/unique_01057
unique_01058,H002,CL,strategies/H002/unique_01058
unique_01059,H002,CL,strategies/H002/unique_01059
unique_01060,H002,CL,strategies/H002/unique_01060
unique_01061,H002,CL,strategies/H002/unique_01061
unique_01062,H002,CL,strategies/H002/unique_01062
unique_01063,H002,CL,strategies/H002/unique_01063
unique_01064,H002,CL,strategies/H002/unique_01064
unique_01065,H002,CL,strategies/H002/unique_01065
unique_01066,H002,CL,strategies/H002/unique_01066
unique_01067,H002,CL,strategies/H002/unique_01067
unique_01068,H002,CL,strategies/H002/unique_01068
unique_01069,H002,CL,strategies/H002/unique_01069
unique_01070,H002,CL,strategies/H002/unique_01070
unique_01071,H002,CL,strategies/H002/unique_01071
unique_01072,H002,CL,strategies/H002/unique_01072
unique_01073,H002,CL,strategies/H002/unique_01073
unique_01074,H002,CL,strategies/H002/unique_01074
unique_01075,H002,CL,strategies/H002/unique_01075
unique_01076,H002,CL,strategies/H002/unique_01076
unique_01077,H002,CL,strategies/H002/unique_01077
unique_01078,H002,CL,strategies/H002/unique_01078
unique_01079,H002,CL,strategies/H002/unique_01079
unique_01080,H002,CL,strategies/H002/unique_01080
unique_01081,H003,CL,strategies/H003/unique_01081
unique_01082,H003,CL,strategies/H003/unique_01082
unique_01083,H003,CL,strategies/H003/unique_01083
unique_01084,H003,CL,strategies/H003/unique_01084
unique_01085,H003,CL,strategies/H003/unique_01085
unique_01086,H003,CL,strategies/H003/unique_01086
unique_01087,H003,CL,strategies/H003/unique_01087
unique_01088,H003,CL,strategies/H003/unique_01088
unique_01089,H003,CL,strategies/H003/unique_01089
unique_01090,H003,CL,strategies/H003/unique_01090
unique_01091,H003,CL,strategies/H003/unique_01091
unique_01092,H003,CL,strategies/H003/unique_01092
unique_01093,H004,CL,strategies/H004/unique_01093
unique_01094,H004,CL,strategies/H004/unique_01094
unique_01095,H004,CL,strategies/H004/unique_01095
unique_01096,H004,CL,strategies/H004/unique_01096
unique_01097,H004,CL,strategies/H004/unique_01097
unique_01098,H004,CL,strategies/H004/unique_01098
unique_01099,H004,CL,strategies/H004/unique_01099
unique_01100,H004,CL,strategies/H004/unique_01100
unique_01101,H004,CL,strategies/H004/unique_01101
unique_01102,H004,CL,strategies/H004/unique_01102
unique_01103,H004,CL,strategies/H004/unique_01103
unique_01104,H004,CL,strategies/H004/unique_01104
unique_01105,H002,ES,strategies/H002/unique_01105
