strategy,hypothesis_id,symbol,folder
unique_00830,H011,NKD,strategies/H011/unique_00830
unique_00831,H011,NKD,strategies/H011/unique_00831
unique_00832,H011,NKD,strategies/H011/unique_00832
unique_00833,H011,NKD,strategies/H011/unique_00833
unique_00834,H011,NKD,strategies/H011/unique_00834
unique_00835,H011,NKD,strategies/H011/unique_00835
unique_00836,H011,NKD,strategies/H011/unique_00836
unique_00837,H008,ZC,strategies/H008/unique_00837
unique_00838,H008,ZC,strategies/H008/unique_00838
unique_00839,H008,ZC,strategies/H008/unique_00839
unique_00840,H008,ZC,strategies/H008/unique_00840
unique_00841,H008,ZC,strategies/H008/unique_00841
unique_00842,H008,ZC,strategies/H008/unique_00842
unique_00843,H009,ZC,strategies/H009/unique_00843
unique_00844,H009,ZC,strategies/H009/unique_00844
unique_00845,H009,ZC,strategies/H009/unique_00845
unique_00846,H009,ZC,strategies/H009/unique_00846
unique_00847,H009,ZC,strategies/H009/unique_00847
unique_00848,H009,ZC,strategies/H009/unique_00848
unique_00849,H009,ZC,strategies/H009/unique_00849
unique_00850,H009,ZC,strategies/H009/unique_00850
unique_00851,H010,ZC,strategies/H010/unique_00851
unique_00852,H010,ZC,strategies/H010/unique_00852
unique_00853,H010,ZC,strategies/H010/unique_00853
unique_00854,H010,ZC,strategies/H010/unique_00854
unique_00855,H011,ZC,strategies/H011/unique_00855
unique_00856,H011,ZC,strategies/H011/unique_00856
unique_00857,H011,ZC,strategies/H011/unique_00857
unique_00858,H011,ZC,strategies/H011/unique_00858
unique_00859,H011,ZC,strategies/H011/unique_00859
unique_00860,H011,ZC,strategies/H011/unique_00860
unique_00861,H011,ZC,strategies/H011/unique_00861
unique_00862,H011,ZC,strategies/H011/unique_00862
unique_00863,H011,ZC,strategies/H011/unique_00863
unique_00864,H008,ZN,strategies/H008/unique_00864
unique_00865,H008,ZN,strategies/H008/unique_00865
unique_00866,H008,ZN,strategies/H008/unique_00866
unique_00867,H008,ZN,strategies/H008/unique_00867
unique_00868,H008,ZN,strategies/H008/unique_00868
unique_00869,H008,ZN,strategies/H008/unique_00869
unique_00870,H009,ZN,strategies/H009/unique_00870
unique_00871,H009,ZN,strategies/H009/unique_00871
unique_00872,H009,ZN,strategies/H009/unique_00872
unique_00873,H009,ZN,strategies/H009/unique_00873
unique_00874,H009,ZN,strategies/H009/unique_00874
unique_00875,H009,ZN,strategies/H009/unique_00875
unique_00876,H009,ZN,strategies/H009/unique_00876
unique_00877,H009,ZN,strategies/H009/unique_00877
unique_00878,H010,ZN,strategies/H010/unique_00878
unique_00879,H010,ZN,strategies/H010/unique_00879
unique_00880,H010,ZN,strategies/H010/unique_00880
unique_00881,H010,ZN,strategies/H010/unique_00881
unique_00882,H011,ZN,strategies/H011/unique_00882
unique_00883,H011,ZN,strategies/H011/unique_00883
unique_00884,H011,ZN,strategies/H011/unique_00884
unique_00885,H011,ZN,strategies/H011/unique_00885
unique_00886,H011,ZN,strategies/H011/unique_00886
unique_00887,H011,ZN,strategies/H011/unique_00887
unique_00888,H011,ZN,strategies/H011/unique_00888
unique_00889,H011,ZN,strategies/H011/unique_00889
unique_00890,H011,ZN,strategies/H011/unique_00890
unique_00891,H008,6E,strategies/H008/unique_00891
unique_00892,H008,6E,strategies/H008/unique_00892
unique_00893,H008,6E,strategies/H008/unique_00893
unique_00894,H008,6E,strategies/H008/unique_00894
unique_00895,H008,6E,strategies/H008/unique_00895
unique_00896,H008,6E,strategies/H008/unique_00896
unique_00897,H009,6E,strategies/H009/unique_00897
unique_00898,H009,6E,strategies/H009/unique_00898
unique_00899,H009,6E,strategies/H009/unique_00899
unique_00900,H009,6E,strategies/H009/unique_00900
unique_00901,H009,6E,strategies/H009/unique_00901
unique_00902,H009,6E,strategies/H009/unique_00902
unique_00903,H009,6E,strategies/H009/unique_00903
unique_00904,H009,6E,strategies/H009/unique_00904
unique_00905,H010,6E,strategies/H010/unique_00905
unique_00906,H010,6E,strategies/H010/unique_00906
unique_00907,H010,6E,strategies/H010/unique_00907
unique_00908,H010,6E,strategies/H010/unique_00908
unique_00909,H011,6E,strategies/H011/unique_00909
unique_00910,H011,6E,strategies/H011/unique_00910
unique_00911,H011,6E,strategies/H011/unique_00911
unique_00912,H011,6E,strategies/H011/unique_00912
unique_00913,H011,6E,strategies/H011/unique_00913
unique_00914,H011,6E,strategies/H011/unique_00914
unique_00915,H011,6E,strategies/H011/unique_00915
unique_00916,H011,6E,strategies/H011/unique_00916
unique_00917,H011,6E,strategies/H011/unique_00917
unique_00918,H008,6J,strategies/H008/unique_00918
unique_00919,H008,6J,strategies/H008/unique_00919
unique_00920,H008,6J,strategies/H008/unique_00920
unique_00921,H008,6J,strategies/H008/unique_00921
unique_00922,H008,6J,strategies/H008/unique_00922
unique_00923,H008,6J,strategies/H008/unique_00923
unique_00924,H009,6J,strategies/H009/unique_00924
unique_00925,H009,6J,strategies/H009/unique_00925
unique_00926,H009,6J,strategies/H009/unique_00926
unique_00927,H009,6J,strategies/H009/unique_00927
unique_00928,H009,6J,strategies/H009/unique_00928
unique_00929,H009,6J,strategies/H009/unique_00929
unique_00930,H009,6J,strategies/H009/unique_00930
unique_00931,H009,6J,strategies/H009/unique_00931
unique_00932,H010,6J,strategies/H010/unique_00932
unique_00933,H010,6J,strategies/H010/unique_00933
unique_00934,H010,6J,strategies/H010/unique_00934
unique_00935,H010,6J,strategies/H010/unique_00935
unique_00936,H011,6J,strategies/H011/unique_00936
unique_00937,H011,6J,strategies/H011/unique_00937
unique_00938,H011,6J,strategies/H011/unique_00938
unique_00939,H011,6J,strategies/H011/unique_00939
unique_00940,H011,6J,strategies/H011/unique_00940
unique_00941,H011,6J,strategies/H011/unique_00941
unique_00942,H011,6J,strategies/H011/unique_00942
unique_00943,H011,6J,strategies/H011/unique_00943
unique_00944,H011,6J,strategies/H011/unique_00944
unique_00945,H008,CL,strategies/H008/unique_00945
unique_00946,H008,CL,strategies/H008/unique_00946
unique_00947,H008,CL,strategies/H008/unique_00947
unique_00948,H008,CL,strategies/H008/unique_00948
unique_00949,H008,CL,strategies/H008/unique_00949
unique_00950,H008,CL,strategies/H008/unique_00950
unique_00951,H009,CL,strategies/H009/unique_00951
unique_00952,H009,CL,strategies/H009/unique_00952
unique_00953,H009,CL,strategies/H009/unique_00953
unique_00954,H009,CL,strategies/H009/unique_00954
unique_00955,H009,CL,strategies/H009/unique_00955
unique_00956,H009,CL,strategies/H009/unique_00956
unique_00957,H009,CL,strategies/H009/unique_00957
unique_00958,H009,CL,strategies/H009/unique_00958
unique_00959,H010,CL,strategies/H010/unique_00959
unique_00960,H010,CL,strategies/H010/unique_00960
unique_00961,H010,CL,strategies/H010/unique_00961
unique_00962,H010,CL,strategies/H010/unique_00962
unique_00963,H011,CL,strategies/H011/unique_00963
unique_00964,H011,CL,strategies/H011/unique_00964
unique_00965,H011,CL,strategies/H011/unique_00965
unique_00966,H011,CL,strategies/H011/unique_00966
unique_00967,H011,CL,strategies/H011/unique_00967
unique_00968,H011,CL,strategies/H011/unique_00968
unique_00969,H011,CL,strategies/H011/unique_00969
unique_00970,H011,CL,strategies/H011/unique_00970
unique_00971,H011,CL,strategies/H011/unique_00971
unique_00972,H008,ES,strategies/H008/unique_00972
unique_00973,H008,ES,strategies/H008/unique_00973
unique_00974,H008,ES,strategies/H008/unique_00974
unique_00975,H008,ES,strategies/H008/unique_00975
unique_00976,H008,ES,strategies/H008/unique_00976
unique_00977,H008,ES,strategies/H008/unique_00977
unique_00978,H009,ES,strategies/H009/unique_00978
unique_00979,H009,ES,strategies/H009/unique_00979
unique_00980,H009,ES,strategies/H009/unique_00980
unique_00981,H009,ES,strategies/H009/unique_00981
unique_00982,H009,ES,strategies/H009/unique_00982
unique_00983,H009,ES,strategies/H009/unique_00983
unique_00984,H009,ES,strategies/H009/unique_00984
unique_00985,H009,ES,strategies/H009/unique_00985
unique_00986,H010,ES,strategies/H010/unique_00986
unique_00987,H010,ES,strategies/H010/unique_00987
unique_00988,H010,ES,strategies/H010/unique_00988
unique_00989,H010,ES,strategies/H010/unique_00989
unique_00990,H011,ES,strategies/H011/unique_00990
unique_00991,H011,ES,strategies/H011/unique_00991
unique_00992,H011,ES,strategies/H011/unique_00992
unique_00993,H011,ES,strategies/H011/unique_00993
unique_00994,H011,ES,strategies/H011/unique_00994
unique_00995,H011,ES,strategies/H011/unique_00995
unique_00996,H011,ES,strategies/H011/unique_00996
unique_00997,H011,ES,strategies/H011/unique_00997
unique_00998,H011,ES,strategies/H011/unique_00998
unique_00999,H008,GC,strategies/H008/unique_00999
unique_01000,H008,GC,strategies/H008/unique_01000
unique_01001,H008,GC,strategies/H008/unique_01001
unique_01002,H008,GC,strategies/H008/unique_01002
unique_01003,H008,GC,strategies/H008/unique_01003
unique_01004,H008,GC,strategies/H008/unique_01004
unique_01005,H009,GC,strategies/H009/unique_01005
unique_01006,H009,GC,strategies/H009/unique_01006
unique_01007,H009,GC,strategies/H009/unique_01007
unique_01008,H009,GC,strategies/H009/unique_01008
unique_01009,H009,GC,strategies/H009/unique_01009
unique_01010,H009,GC,strategies/H009/unique_01010
unique_01011,H009,GC,strategies/H009/unique_01011
unique_01012,H009,GC,strategies/H009/unique_01012
unique_01013,H010,GC,strategies/H010/unique_01013
unique_01014,H010,GC,strategies/H010/unique_01014
unique_01015,H010,GC,strategies/H010/unique_01015
unique_01016,H010,GC,strategies/H010/unique_01016
unique_01017,H011,GC,strategies/H011/unique_01017
unique_01018,H011,GC,strategies/H011/unique_01018
unique_01019,H011,GC,strategies/H011/unique_01019
unique_01020,H011,GC,strategies/H011/unique_01020
unique_01021,H011,GC,strategies/H011/unique_01021
unique_01022,H011,GC,strategies/H011/unique_01022
unique_01023,H011,GC,strategies/H011/unique_01023
unique_01024,H011,GC,strategies/H011/unique_01024
unique_01025,H011,GC,strategies/H011/unique_01025
unique_01026,H008,HG,strategies/H008/unique_01026
unique_01027,H008,HG,strategies/H008/unique_01027
unique_01028,H008,HG,strategies/H008/unique_01028
unique_01029,H008,HG,strategies/H008/unique_01029
unique_01030,H008,HG,strategies/H008/unique_01030
unique_01031,H008,HG,strategies/H008/unique_01031
unique_01032,H009,HG,strategies/H009/unique_01032
unique_01033,H009,HG,strategies/H009/unique_01033
unique_01034,H009,HG,strategies/H009/unique_01034
unique_01035,H009,HG,strategies/H009/unique_01035
unique_01036,H009,HG,strategies/H009/unique_01036
unique_01037,H009,HG,strategies/H009/unique_01037
unique_01038,H009,HG,strategies/H009/unique_01038
unique_01039,H009,HG,strategies/H009/unique_01039
unique_01040,H010,HG,strategies/H010/unique_01040
unique_01041,H010,HG,strategies/H010/unique_01041
unique_01042,H010,HG,strategies/H010/unique_01042
unique_01043,H010,HG,strategies/H010/unique_01043
unique_01044,H011,HG,strategies/H011/unique_01044
unique_01045,H011,HG,strategies/H011/unique_01045
unique_01046,H011,HG,strategies/H011/unique_01046
unique_01047,H011,HG,strategies/H011/unique_01047
unique_01048,H011,HG,strategies/H011/unique_01048
unique_01049,H011,HG,strategies/H011/unique_01049
unique_01050,H011,HG,strategies/H011/unique_01050
unique_01051,H011,HG,strategies/H011/unique_01051
unique_01052,H011,HG,strategies/H011/unique_01052
unique_01053,H008,NG,strategies/H008/unique_01053
unique_01054,H008,NG,strategies/H008/unique_01054
unique_01055,H008,NG,strategies/H008/unique_01055
unique_01056,H008,NG,strategies/H008/unique_01056
unique_01057,H008,NG,strategies/H008/unique_01057
unique_01058,H008,NG,strategies/H008/unique_01058
unique_01059,H009,NG,strategies/H009/unique_01059
unique_01060,H009,NG,strategies/H009/unique_01060
unique_01061,H009,NG,strategies/H009/unique_01061
unique_01062,H009,NG,strategies/H009/unique_01062
unique_01063,H009,NG,strategies/H009/unique_01063
unique_01064,H009,NG,strategies/H009/unique_01064
unique_01065,H009,NG,strategies/H009/unique_01065
unique_01066,H009,NG,strategies/H009/unique_01066
unique_01067,H010,NG,strategies/H010/unique_01067
unique_01068,H010,NG,strategies/H010/unique_01068
unique_01069,H010,NG,strategies/H010/unique_01069
unique_01070,H010,NG,strategies/H010/unique_01070
unique_01071,H011,NG,strategies/H011/unique_01071
unique_01072,H011,NG,strategies/H011/unique_01072
unique_01073,H011,NG,strategies/H011/unique_01073
unique_01074,H011,NG,strategies/H011/unique_01074
unique_01075,H011,NG,strategies/H011/unique_01075
unique_01076,H011,NG,strategies/H011/unique_01076
unique_01077,H011,NG,strategies/H011/unique_01077
unique_01078,H011,NG,strategies/H011/unique_01078
unique_01079,H011,NG,strategies/H011/unique_01079
unique_01080,H008,NKD,strategies/H008/unique_01080
unique_01081,H008,NKD,strategies/H008/unique_01081
unique_01082,H008,NKD,strategies/H008/unique_01082
unique_01083,H008,NKD,strategies/H008/unique_01083
unique_01084,H008,NKD,strategies/H008/unique_01084
unique_01085,H008,NKD,strategies/H008/unique_01085
unique_01086,H009,NKD,strategies/H009/unique_01086
unique_01087,H009,NKD,strategies/H009/unique_01087
unique_01088,H009,NKD,strategies/H009/unique_01088
unique_01089,H009,NKD,strategies/H009/unique_01089
unique_01090,H009,NKD,strategies/H009/unique_01090
unique_01091,H009,NKD,strategies/H009/unique_01091
unique_01092,H009,NKD,strategies/H009/unique_01092
unique_01093,H009,NKD,strategies/H009/unique_01093
unique_01094,H010,NKD,strategies/H010/unique_01094
unique_01095,H010,NKD,strategies/H010/unique_01095
unique_01096,H010,NKD,strategies/H010/unique_01096
unique_01097,H010,NKD,strategies/H010/unique_01097
unique_01098,H011,NKD,strategies/H011/unique_01098
unique_01099,H011,NKD,strategies/H011/unique_01099
unique_01100,H011,NKD,strategies/H011/unique_01100
unique_01101,H011,NKD,strategies/H011/unique_01101
unique_01102,H011,NKD,strategies/H011/unique_01102
unique_01103,H011,NKD,strategies/H011/unique_01103
unique_01104,H011,NKD,strategies/H011/unique_01104
unique_01105,H011,NKD,strategies/H011/unique_01105
unique_01106,H011,NKD,strategies/H011/unique_01106
unique_01107,H008,ZC,strategies/H008/unique_01107
unique_01108,H008,ZC,strategies/H008/unique_01108
unique_01109,H008,ZC,strategies/H008/unique_01109
unique_01110,H008,ZC,strategies/H008/unique_01110
unique_01111,H008,ZC,strategies/H008/unique_01111
unique_01112,H008,ZC,strategies/H008/unique_01112
unique_01113,H009,ZC,strategies/H009/unique_01113
unique_01114,H009,ZC,strategies/H009/unique_01114
unique_01115,H009,ZC,strategies/H009/unique_01115
unique_01116,H009,ZC,strategies/H009/unique_01116
unique_01117,H009,ZC,strategies/H009/unique_01117
unique_01118,H009,ZC,strategies/H009/unique_01118
unique_01119,H009,ZC,strategies/H009/unique_01119
unique_01120,H009,ZC,strategies/H009/unique_01120
unique_01121,H010,ZC,strategies/H010/unique_01121
unique_01122,H010,ZC,strategies/H010/unique_01122
unique_01123,H010,ZC,strategies/H010/unique_01123
unique_01124,H010,ZC,strategies/H010/unique_01124
unique_01125,H011,ZC,strategies/H011/unique_01125
unique_01126,H011,ZC,strategies/H011/unique_01126
unique_01127,H011,ZC,strategies/H011/unique_01127
unique_01128,H011,ZC,strategies/H011/unique_01128
unique_01129,H011,ZC,strategies/H011/unique_01129
unique_01130,H011,ZC,strategies/H011/unique_01130
unique_01131,H011,ZC,strategies/H011/unique_01131
unique_01132,H011,ZC,strategies/H011/unique_01132
unique_01133,H011,ZC,strategies/H011/unique_01133
unique_01134,H008,ZN,strategies/H008/unique_01134
unique_01135,H008,ZN,strategies/H008/unique_01135
unique_01136,H008,ZN,strategies/H008/unique_01136
unique_01137,H008,ZN,strategies/H008/unique_01137
unique_01138,H008,ZN,strategies/H008/unique_01138
unique_01139,H008,ZN,strategies/H008/unique_01139
unique_01140,H009,ZN,strategies/H009/unique_01140
unique_01141,H009,ZN,strategies/H009/unique_01141
unique_01142,H009,ZN,strategies/H009/unique_01142
unique_01143,H009,ZN,strategies/H009/unique_01143
unique_01144,H009,ZN,strategies/H009/unique_01144
unique_01145,H009,ZN,strategies/H009/unique_01145
unique_01146,H009,ZN,strategies/H009/unique_01146
unique_01147,H009,ZN,strategies/H009/unique_01147
unique_01148,H010,ZN,strategies/H010/unique_01148
unique_01149,H010,ZN,strategies/H010/unique_01149
unique_01150,H010,ZN,strategies/H010/unique_01150
unique_01151,H010,ZN,strategies/H010/unique_01151
unique_01152,H011,ZN,strategies/H011/unique_01152
unique_01153,H011,ZN,strategies/H011/unique_01153
unique_01154,H011,ZN,strategies/H011/unique_01154
unique_01155,H011,ZN,strategies/H011/unique_01155
unique_01156,H011,ZN,strategies/H011/unique_01156
unique_01157,H011,ZN,strategies/H011/unique_01157
unique_01158,H011,ZN,strategies/H011/unique_01158
unique_01159,H011,ZN,strategies/H011/unique_01159
unique_01160,H011,ZN,strategies/H011/unique_01160
